Performance counter,Mnemonic,0
LD_BLOCKS.STORE_FORWARD,r0203:u,26
LD_BLOCKS.NO_SR,r0803:u,0
MISALIGN_MEM_REF.LOADS,r0105:u,33
MISALIGN_MEM_REF.STORES,r0205:u,24
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,2716254
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,12863746
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,12834490
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,12811370
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,714026894
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,7981022
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,8013062
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,129660
INT_MISC.RECOVERY_CYCLES,r030d:u,118870734
UOPS_ISSUED.ANY,r010e:u,35502658251
UOPS_ISSUED.FLAGS_MERGE,r100e:u,67399028
UOPS_ISSUED.SLOW_LEA,r200e:u,67840500
UOPS_ISSUED.SiNGLE_MUL,r400e:u,0
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,334725604
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,2854216
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,322704320
L2_RQSTS.RFO_HIT,r4224:u,27
L2_RQSTS.RFO_MISS,r2224:u,157829
L2_RQSTS.ALL_RFO,re224:u,162024
L2_RQSTS.CODE_RD_HIT,r4424:u,5988
L2_RQSTS.CODE_RD_MISS,r2424:u,28027
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,292310288
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,303004190
L2_RQSTS.ALL_CODE_RD,re424:u,29833
L2_RQSTS.L2_PF_HIT,r5024:u,0
L2_RQSTS.L2_PF_MISS,r3024:u,0
L2_RQSTS.ALL_PF,rf824:u,991453576
L2_RQSTS.MISS,r3f24:u,891460337
L2_RQSTS.REFERENCES,rff24:u,1284970407
L2_DEMAND_RQSTS.WB_HIT,r5027:u,421921
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,900101740
LONGEST_LAT_CACHE.MISS,cache-misses:u,899812664
CPU_CLK_UNHALTED.THREAD_P,cycles:u,42491817356
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,1126403630
L1D_PEND_MISS.PENDING,r0148:u,116499623102
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,406388
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,397296
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,396702
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,9071856
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,315066
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,311109
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,134430
LOAD_HIT_PRE.SW_PF,r014c:u,3839120
LOAD_HIT_PRE.HW_PF,r024c:u,8842820952
L1D.REPLACEMENT,r0151:u,1283643769
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,316920
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,116
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,2080665
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,135
CPL_CYCLES.RING0,r015c:u,136379
CPL_CYCLES.RING123,r025c:u,38392573550
RS_EVENTS.EMPTY_CYCLES,r015e:u,662134373
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,406044023763
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,4145516289
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,497413696
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,406044023763
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,210
IDQ.EMPTY,r0279:u,664767326
IDQ.MITE_UOPS,r0479:u,93428292
IDQ.DSB_UOPS,r0879:u,7179954637
IDQ.MS_DSB_UOPS,r1079:u,73697572
IDQ.MS_MITE_UOPS,r2079:u,123158334
IDQ.MS_UOPS,r3079:u,196855906
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,2467544527
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,1019409304
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,111740634
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,13316053
IDQ.MITE_ALL_UOPS,r3c79:u,7486353410
ICACHE.MISSES,r0280:u,24414
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,1009
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,569
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,592
ITLB_MISSES.WALK_DURATION,r1085:u,78499
ITLB_MISSES.STLB_HIT_4K,r2085:u,121
ITLB_MISSES.STLB_HIT_2M,r4085:u,0
ITLB_MISSES.STLB_HIT,r6085:u,121
ILD_STALL.LCP,r0187:u,134
ILD_STALL.IQ_FULL,r0487:u,4261914
BR_INST_EXEC.COND.NOTAKEN,r4188:u,312661311
BR_INST_EXEC.COND.TAKEN,r8188:u,3769211061
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,81832
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,67421882
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,201879516
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,202221431
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,762
BR_INST_EXEC.ALL_BRANCHES,rff88:u,4546493763
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1354757
BR_MISP_EXEC.COND.TAKEN,r8189:u,2190494
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,22100
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,937
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,230
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,3524058
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,6394424564
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,5943211021
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,5432865494
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,7678143700
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,8484943870
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,4273593298
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,2701380382
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,6282872550
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,412439708
RESOURCE_STALLS.ANY,r01a2:u,25603577014
RESOURCE_STALLS.RS,r04a2:u,14902766817
RESOURCE_STALLS.SB,r08a2:u,8912468
RESOURCE_STALLS.ROB,r10a2:u,2328834341
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r01a3:u,34735357586
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r02a3:u,73074961296
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,121235411734
