Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.RFO_HIT,r4224:u,-0.569009881161,63564,63705,63691,63802,63598,63627,63930,63996,63720,63847,64026,63950,63943,63901,63808,63838,63841,63903,63740,63820,63834,63981,63909,63913,63857,63892,64027,63889,63680,63919,63851,63938
L2_RQSTS.RFO_MISS,r2224:u,0.615515523103,1358,1355,1328,1263,1328,1250,1281,1213,1285,1311,1230,1252,1247,1225,1307,1266,1245,1255,1310,1254,1265,1260,1230,1234,1195,1274,1202,1256,1280,1259,1274,1277
L2_RQSTS.ALL_RFO,re224:u,-0.48721336214,65044,65142,65040,65004,64973,65067,65179,65304,65237,65264,65168,65155,65174,65058,65223,65121,65190,65041,65090,65044,65070,65275,65194,65216,65140,65176,65193,65110,65180,65220,65230,65132
L2_RQSTS.CODE_RD_HIT,r4424:u,0.00843962626434,0,3,3,1,-5,1,0,2,-8,2,4,6,-2,2,7,7,6,1,4,0,0,1,5,1,-1,-1,-5,1,0,5,-3,-2
L2_RQSTS.CODE_RD_MISS,r2424:u,-0.00655723845098,5,1,6,4,-6,2,5,7,-5,8,6,10,4,0,10,1,3,2,6,4,-3,5,8,4,0,-1,-7,6,3,6,-2,0
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,0.388196971548,2444,2325,2340,2342,2254,2305,2212,2275,2216,2286,2296,2319,2362,2297,2319,2308,2324,2349,2352,2323,2258,2285,2232,2245,2291,2272,2248,2333,2293,2276,2273,2324
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,-0.787997503282,66848,66536,66567,66686,66654,67003,67207,67070,67145,67143,67174,67144,67143,67178,67056,67128,67092,67049,67059,67091,67148,67269,67761,67556,67035,67186,67138,67202,67143,67236,67301,67344
L2_RQSTS.ALL_CODE_RD,re424:u,0.338874752935,2,0,16,11,12,1,2,-4,10,-1,2,8,2,-3,3,2,9,-3,5,5,-2,0,0,9,7,8,-1,8,2,15,-3,7
L2_RQSTS.L2_PF_HIT,r5024:u,0.452561132933,2420,2344,2202,2235,2306,2222,2147,2273,2244,2298,2276,2335,2258,2193,2227,2204,2198,2203,2175,2179,2149,2168,2161,2169,2219,2177,2173,2163,2193,2174,2172,2197
L2_RQSTS.L2_PF_MISS,r3024:u,-0.17211010821,128823,128792,128770,128797,128791,128764,128757,128758,128791,128781,128756,128766,128748,128847,128791,128824,128805,128795,128852,128807,128847,128799,128805,128849,128850,128809,128845,128803,128779,128823,128855,128817
L2_RQSTS.ALL_PF,rf824:u,0.794566282908,195331,195674,195528,195388,195346,195203,195156,195114,195083,195155,195033,195189,194987,195055,195024,194930,194957,194957,195012,194952,194977,194858,194593,194620,194916,194958,194977,195004,195005,194883,194769,194722
L2_RQSTS.MISS,r3f24:u,0.250359923685,131482,131511,131459,131381,131379,131340,131374,131440,131450,131539,131340,131538,131428,131433,131437,131447,131425,131385,131443,131365,131370,131377,131375,131441,131388,131397,131402,131423,131454,131358,131420,131377
L2_RQSTS.REFERENCES,rff24:u,-0.208630926737,262103,262184,262025,262048,261980,262096,262073,262229,262183,262256,262295,262263,262094,262140,262136,262036,262006,262085,262071,262114,262073,262112,262160,262105,262115,262102,262109,262144,261967,262093,262075,262116
L2_DEMAND_RQSTS.WB_HIT,r5027:u,-0.620525700998,65435,65209,65359,65396,65187,65433,65447,65488,65491,65399,65526,65416,65426,65461,65469,65478,65444,65495,65498,65506,65484,65476,65520,65495,65473,65467,65479,65482,65281,65449,65462,65496
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,0.525602259333,3327,2998,3199,3405,3115,2960,3126,2856,3043,2972,3077,3156,3040,3116,2932,3043,2929,3109,3059,3021,3113,2757,2806,2905,2990,2983,2934,3114,3000,2908,2903,3010
LONGEST_LAT_CACHE.MISS,cache-misses:u,0.0700488097105,1802,1679,1657,1718,1475,1320,1562,1504,1606,1457,1731,1790,1654,1868,1595,1735,1627,1868,1780,1445,1875,1484,1260,1557,1693,1706,1624,1824,1622,1665,1541,1775
CPU_CLK_UNHALTED.THREAD_P,cycles:u,1.0,10969069,11280297,11550830,11042842,10786076,10389347,10262941,10263051,10258301,10252886,10255100,10258107,10256669,10260406,10254242,10258070,10251507,10255143,10252356,10244434,10250002,10243557,10247504,10252814,10252313,10255348,10252409,10256493,10253120,10253162,10251527,10254927
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,0.998480959552,282805,289427,297321,284231,276622,266349,264146,264088,263760,263510,263351,263867,263684,263783,264494,263432,263446,262921,263022,262946,263587,264768,263106,263244,263724,263949,263257,263964,263790,263174,263306,263395
L1D_PEND_MISS.PENDING,r0148:u,-0.626526890074,7530,7051,9810,8128,10863,9721,10213,10546,12172,11629,11465,10561,11137,10028,11558,11181,10674,10382,9975,10737,10267,11485,14481,13640,10979,11783,10519,10151,11547,11045,11824,12384
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,-0.0995036511957,2,2,4,3,2,4,1,4,4,5,6,6,2,5,6,5,4,2,1,3,2,2,3,2,2,2,2,1,8,3,3,2
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,-0.0679417354359,1,3,3,4,3,4,1,4,4,4,6,6,2,5,6,6,4,3,1,3,1,3,2,2,2,2,1,0,8,3,3,2
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.0718258340089,2,2,8,2,1,2,2,6,7,7,3,5,2,6,2,2,6,4,4,3,0,1,4,3,5,1,2,2,1,5,2,3
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,0.158524738102,190,166,273,123,150,173,81,211,271,260,154,165,139,263,169,183,211,231,180,156,42,140,172,172,176,129,146,107,110,223,143,195
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,-0.351615180726,228,204,201,262,227,253,234,223,229,225,238,214,228,222,238,228,219,227,228,247,231,248,264,238,232,276,234,238,240,233,236,244
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,-0.462541697271,228,198,190,249,206,245,229,220,240,222,237,232,256,203,226,254,216,222,235,236,243,237,256,205,222,240,234,239,236,230,219,239
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,-0.242439434676,-1,0,-1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,-0.182757065544,439,295,344,727,276,469,605,946,2104,551,646,572,541,455,556,511,496,515,488,243,396,330,420,738,1685,517,418,620,447,424,414,250
L1D.REPLACEMENT,r0151:u,0.293418893148,131549,131546,131527,131587,131654,131665,131589,131564,131536,131526,131569,131553,131546,131533,131510,131503,131493,131497,131500,131620,131517,131503,131483,131487,131477,131485,131494,131496,131530,131493,131482,131478
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,-0.214452900457,-4,-5,-4,0,-1,-1,-5,-5,-2,0,-5,-1,0,-8,-3,4,5,-2,3,-2,-3,5,-1,-5,6,1,0,2,-7,-1,-6,6
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,0.388395555185,15,14,14,12,7,7,7,11,12,12,9,12,11,11,15,11,10,8,11,6,8,5,8,9,11,11,11,11,10,9,15,11
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,-0.363826679513,-33,-33,-44,-2,1,1,-12,-17,-9,-3,-35,28,-33,-33,-21,57,38,11,17,4,-22,75,-9,-24,26,36,15,-7,-7,-6,-34,52
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.252305820437,1049096,1049012,1048957,1048969,1048944,1048792,1048887,1048990,1049010,1049010,1048958,1048920,1048962,1049027,1048990,1048972,1048964,1048971,1048929,1048806,1048846,1048785,1048861,1048979,1048999,1048951,1048976,1048979,1048957,1048932,1048977,1048922
CPL_CYCLES.RING0,r015c:u,0.217294189159,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
CPL_CYCLES.RING123,r025c:u,0.99985736701,10965158,11288485,11554765,11034995,10804328,10405029,10262534,10260115,10255600,10253264,10251049,10258355,10250933,10254574,10256792,10251318,10256342,10252475,10254686,10243570,10250042,10248068,10244587,10255950,10253061,10250693,10254945,10253093,10256008,10249395,10255126,10248432
RS_EVENTS.EMPTY_CYCLES,r015e:u,0.128421501999,15176,13436,12751,13268,15621,14754,14502,14030,13093,13403,11280,12190,13545,15076,15434,13713,15533,12116,13654,10267,12503,11386,8080,14330,13702,12965,14190,13170,14527,10245,15616,11330
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.638477825844,134528130,147830345,139260147,128982358,119011020,140721159,121117177,85969963,120093048,96538480,114171821,123062658,98274335,116031810,103828176,113513157,107271651,120121913,118387544,124585471,120428408,107129785,93983668,110501517,120795881,111949827,125147612,108694118,97722565,110132001,113020828,100509547
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,0.550722004153,57957000,57559054,81323410,59767540,60533066,71814526,54081787,32094267,42830652,29761148,42317396,45917747,38962758,43917961,39765409,33523715,39696236,37412333,36430968,62644947,58737860,73915209,50196267,44878520,49550239,52232108,48978449,32759718,54204003,57246665,40709435,45785195
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.186284835377,7414400,9159280,1790003,1316343,3435920,12625971,-116085,1640258,2358518,1235657,1694559,4283318,-1327216,3131298,863724,421598,1257364,2716738,4839135,-687704,4110346,8927143,2699405,2713799,220101,1681344,12911752,4135682,5598274,390209,3301668,-1874971
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.507645708923,47845715,62909989,67129137,54795954,52943696,56350273,54026657,56893699,51604783,45577764,48862308,57051858,50293846,46060120,42881745,53466189,47970794,45724299,58255548,60297206,61056596,48755366,55825357,53938986,50016715,42657249,48818115,46243564,48793450,45519860,46420631,46254277
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0.237962583056,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0
IDQ.EMPTY,r0279:u,-0.055339588077,10204,11850,10484,10764,9444,8696,8544,11325,11188,11934,10868,11082,16524,12408,10990,11708,12956,13049,10415,7529,6376,6755,9438,11817,13084,10297,12299,10020,11193,11967,12553,11108
IDQ.MITE_UOPS,r0479:u,0.0278886074964,2255,3321,11960,3327,2511,2188,2301,3092,3933,3262,3094,3766,46217,3741,3669,3481,4042,4215,3038,2710,1241,2015,2576,11995,3722,2678,3507,2611,3686,3479,4080,3316
IDQ.DSB_UOPS,r0879:u,0.320074494478,17424,14572,105317,15502,11079,10373,10273,16113,14527,16643,16772,31193,21037,18094,59898,17467,15927,13806,14479,17247,9269,85014,8115,13810,16255,16712,16246,69549,15160,19511,14987,16409
IDQ.MS_DSB_UOPS,r1079:u,0.113673729981,37,73,-52,-31,85,-24,-85,-8,10,-53,45,-21,36,-63,9,-125,68,112,52,18,-5,44,-48,-75,54,-82,-57,58,-5,-61,-53,10
IDQ.MS_MITE_UOPS,r2079:u,0.0078257833976,7103,5789,6268,6350,4335,3675,5048,6834,5474,6444,5758,6852,8340,7708,6670,7388,6326,5670,6540,4636,4236,3612,3946,6094,6606,6787,6590,6253,6501,6428,5627,5969
IDQ.MS_UOPS,r3079:u,0.0136188393661,7140,5862,6217,6319,4421,3652,4963,6826,5485,6391,5804,6832,8377,7645,6679,7264,6394,5783,6592,4655,4232,3657,3899,6019,6660,6706,6534,6312,6497,6368,5575,5979
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,-0.118855405752,4075,4179,3266,3376,2701,2662,2621,4502,44520,3285,4844,4698,4387,4742,4188,38848,6160,4536,4292,2448,2090,2391,2930,3466,3951,4745,4190,3921,4713,3847,4784,3461
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,-0.118183989331,3349,3450,2660,2751,2139,2149,2115,3699,37145,2707,3882,3844,3560,3858,3400,32418,5097,3661,3530,1983,1651,1909,2357,2747,3250,3914,3426,3196,3865,3138,3931,2881
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,-0.117266501468,3988,3836,3209,2873,2175,2003,2567,3673,23330,3273,3846,4087,3638,4152,3864,20582,4674,3936,4052,2021,1889,2325,2789,3044,3760,4114,3655,3521,3897,3766,4033,3532
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,-0.119774857552,1210,1136,924,882,595,599,734,1090,7155,1004,1117,1268,1082,1251,1139,6267,1400,1187,1213,599,562,663,877,905,1125,1284,1127,1053,1130,1128,1161,1026
IDQ.MITE_ALL_UOPS,r3c79:u,-0.0136112015457,23227,24333,24093,17642,20414,22020,18952,29464,25400,26244,29834,26669,26977,28787,25087,29565,29305,23750,-28041,17910,20815,17184,18991,17665,29233,22284,26799,25697,25538,24863,31627,26341
ICACHE.MISSES,r0280:u,0.213014543096,5,8,5,-1,10,-4,2,1,3,13,4,-4,3,8,-4,0,6,-4,-2,5,0,6,3,-1,1,1,6,4,1,1,8,6
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,0.198791155301,1,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,-1,0,0,1,0
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,-0.219565901603,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,0.108323381163,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
ITLB_MISSES.WALK_DURATION,r1085:u,0.121450183978,131,118,121,103,125,156,162,95,74,110,114,117,58,65,149,79,76,95,145,121,224,120,117,85,80,108,103,103,115,43,134,78
ITLB_MISSES.STLB_HIT_4K,r2085:u,-0.322934753371,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,0
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,-0.0894286532603,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,-1,0,-1,0,0,-1
ILD_STALL.LCP,r0187:u,-0.00947609817584,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1
ILD_STALL.IQ_FULL,r0487:u,-0.13039888824,1944,1788,1428,1668,978,917,1301,2006,2019,2219,1965,1798,1835,2227,1268,2031,1987,1946,1883,6813,1166,832,1972,1659,1636,1650,1556,1799,1647,2024,1510,1869
BR_INST_EXEC.COND.NOTAKEN,r4188:u,0.82526079739,955194,936878,927243,956172,939377,916472,892189,901776,909902,903650,902280,895230,901048,898844,894433,899374,904278,901441,891173,902435,900020,895916,899430,903125,903249,892528,909397,900761,904453,894081,895958,899786
BR_INST_EXEC.COND.TAKEN,r8188:u,0.361547301946,5244751,5244763,5244734,5244476,5244244,5243842,5244144,5244404,5244488,5244652,5244464,5244677,5244623,5244497,5244424,5244339,5244303,5244471,5244373,5243835,5244058,5243812,5243923,5244386,5244690,5244334,5244492,5244570,5244528,5244345,5244389,5244554
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,-0.309413062447,-4,-6,-15,0,-8,0,10,2,19,5,-7,-7,-5,-24,8,-4,8,2,-3,5,2,8,5,-13,-4,-5,4,3,-9,-8,-5,6
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,-0.0464547270867,-2,0,0,1,-1,2,1,0,0,0,0,0,0,1,2,0,0,0,-1,1,0,-1,-1,-1,-2,0,0,-1,0,0,-1,0
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,0.245544464048,3,6,2,3,2,3,2,3,-1,5,6,0,4,1,1,1,8,3,6,0,-5,2,0,-2,1,3,2,0,-2,1,-5,-3
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,0.190355511293,-1,8,2,2,1,1,0,-1,-3,7,9,-1,4,2,-1,2,9,7,5,-4,-8,-1,-1,-1,3,1,3,-2,-3,1,-6,-6
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,0.130386332876,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.838741792972,6202240,6186684,6171404,6200522,6186485,6151482,6140941,6144216,6154258,6150235,6143072,6144918,6144839,6142260,6145526,6146349,6138216,6144577,6145557,6147579,6146217,6147541,6143454,6141755,6141597,6151501,6152786,6145771,6146276,6147928,6143081,6150603
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,0.272296434519,3,5,10,4,3,8,3,2,-2,11,-3,-2,0,6,3,4,7,4,7,5,-3,-4,2,2,-2,3,1,13,-1,4,8,-2
BR_MISP_EXEC.COND.TAKEN,r8189:u,0.205273816241,-4,-6,15,4,4,10,-10,-10,-26,30,-25,-22,-16,5,-8,-3,6,4,10,11,-25,-18,-4,-10,-27,-5,-7,33,-24,-2,19,-22
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,-0.262210051509,-12,-13,-1,-7,0,4,2,-3,-8,13,-14,-4,-1,4,4,-3,-1,5,-6,-5,-10,0,-11,0,-8,-2,-5,4,-9,2,3,8
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.558252693528,0,1,1,-1,0,-1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.59603224778,29,67,61,-34,27,-14,-3,-15,-20,-48,1,-10,-24,19,-6,-6,-46,4,-35,30,0,23,-11,8,5,-1,-10,-5,2,-23,-16,-22
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,-0.0895772425347,29180,31250,27847,25343,20324,40096,25338,33245,40599,27854,30096,28721,28788,30149,29088,30404,25378,29752,25142,19352,21177,20673,22270,29806,30526,48244,33115,27556,32130,32409,28511,29926
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,0.377687017947,6273234,6714262,7509835,6819653,6258331,6556171,6692430,6659389,6663645,6640831,6628846,6651315,6651341,6670491,6641936,6676713,6693435,6665448,6680894,6669739,6618911,6697646,6681900,6701121,6652281,6646445,6670633,6654519,6699044,6649953,6697006,6605039
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,-0.456925952564,5278825,5262052,5265188,5415400,5545863,5468387,5380023,5389623,5386754,5392052,5396514,5388766,5390208,5385624,5391818,5385944,5381093,5389794,5384212,5385099,5395104,5382100,5385483,5379738,5390503,5390475,5387188,5390331,5379749,5390802,5380142,5402417
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.601296114247,5577187,5614717,5662297,5589095,5583704,5646960,5632787,5652751,5657660,5671386,5688330,5662687,5668841,5659471,5667698,5656569,5641251,5676171,5673214,5667050,5690311,5656621,5666165,5657789,5675115,5665380,5664836,5662227,5649707,5671682,5646863,5695365
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.605600402147,5961189,5923863,5876008,5949184,5953621,5889438,5903893,5885467,5880412,5867005,5849690,5875432,5869121,5878395,5870052,5881916,5897128,5862077,5864916,5869764,5845742,5879552,5870667,5880601,5863258,5873093,5873596,5875309,5887924,5866020,5890981,5842367
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,-0.0425058565524,1048797,1048717,1048656,1048806,1048643,1048653,1048740,1048727,1048693,1048821,1048642,1048777,1048697,1048761,1048785,1048843,1048860,1048651,1048744,1048567,1048652,1048732,1048746,1048759,1048610,1048615,1048695,1048678,1048687,1048779,1048814,1048853
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,0.893473381264,9341042,9374886,9278950,9606608,9287812,8937846,8925987,8937201,8922236,8928577,8928842,8936577,8947049,8939432,8938714,8932652,8932334,8935746,8939683,8937343,8935523,8934770,8938157,8930277,8940764,8937504,8944320,8925411,8937755,8932905,8935258,8938109
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,0.988890639781,8812555,9050978,9347437,8987074,8693793,8443885,8431488,8398778,8461011,8428175,8429802,8388223,8352266,8381051,8390099,8405833,8418229,8396568,8384871,8377397,8392293,8401499,8388384,8429796,8380959,8392893,8359205,8450014,8391871,8411043,8401188,8394004
