Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.RFO_HIT,r4224:u,0.383992553036,63585,64135,63579,64179,63638,64189,63586,64309,63799,64306,62916,63862,63483,63963,62040,63569,63827,64115,62713,63878,64094,63988,63397,63961,63523,63811,62891,63804,63973,63545,63014,64229
L2_RQSTS.RFO_MISS,r2224:u,-0.303669270085,1323,1327,1325,1301,1285,1239,1229,1171,1194,1160,1348,1460,1594,1341,1887,1324,1437,1256,2075,1236,1217,1179,1470,1243,1343,1197,1833,1218,1280,1284,1400,1142
L2_RQSTS.ALL_RFO,re224:u,0.377637146721,65069,65465,64926,65489,64865,65449,64796,65463,64961,65435,64382,65391,65077,65420,64089,64872,65178,65134,64335,65388,65335,65407,64773,65237,65000,64947,64806,65175,65118,65023,64231,65338
L2_RQSTS.CODE_RD_HIT,r4424:u,0.0278406107349,0,4,-2,3,2,0,2,9,-2,-5,8,3,-2,2,-2,1,6,-2,8,2,1,1,-1,-2,-8,2,7,-5,1,3,1,7
L2_RQSTS.CODE_RD_MISS,r2424:u,0.0254753366315,5,4,7,11,3,1,8,12,2,5,4,7,3,4,2,7,11,-3,15,3,4,4,3,6,0,3,10,0,4,10,12,6
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,-0.14734825917,2299,2367,2433,2425,2285,2180,2285,2259,2071,2118,2217,2430,2662,2149,2697,2292,2302,2177,2635,2256,2448,2235,2734,2204,2308,2330,2876,2163,1880,1941,2653,2323
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,-0.205214840125,66128,66715,66253,66704,66003,66548,65818,66539,66004,66480,65311,66413,66159,66470,66027,66493,66405,66359,66761,66642,66505,66518,67576,66717,66571,66692,68112,66509,66038,65988,69829,66519
L2_RQSTS.ALL_CODE_RD,re424:u,0.126967374461,11,16,14,5,6,7,12,4,5,8,3,19,7,6,0,5,16,19,10,2,3,7,-2,-2,7,16,20,8,10,24,9,-9
L2_RQSTS.L2_PF_HIT,r5024:u,-0.43224847144,2343,2324,2281,2258,2275,2248,2286,2211,2225,2186,2514,2346,2689,2408,3113,2371,2460,2176,2694,2210,2312,2283,2937,2222,2260,2392,3035,2495,2474,2349,2628,2148
L2_RQSTS.L2_PF_MISS,r3024:u,-0.90068480073,128703,128673,128679,128618,128716,128692,128779,128812,128796,128863,128974,128907,128993,128862,129022,128797,128892,128872,129014,128843,128912,128838,128992,128892,128854,128893,129016,128888,128942,128945,129013,128877
L2_RQSTS.ALL_PF,rf824:u,0.144295080734,195377,195170,195377,195170,195530,195289,195627,195496,195580,195482,195914,195672,195787,195563,195521,195332,195442,195350,194996,195379,195548,195479,194430,195232,195521,195273,193727,195493,196090,196037,191022,195312
L2_RQSTS.MISS,r3f24:u,-0.506150476628,131467,131205,131364,131263,131312,131244,131451,131332,131302,131255,132080,131670,131933,131466,132297,131189,131354,131219,132738,131283,131499,131487,132846,131548,131672,131482,133151,131611,131751,131668,132476,131227
L2_RQSTS.REFERENCES,rff24:u,-0.474389586447,261432,261799,261661,261888,261483,261823,261400,262059,261721,261948,261426,262172,262100,262068,261659,261906,261766,261994,261831,262003,262065,262027,262219,262027,262053,261918,262205,262102,262155,262019,262194,261774
L2_DEMAND_RQSTS.WB_HIT,r5027:u,-0.14283436453,65420,65478,65456,65373,65260,65261,64550,65362,65479,65460,65168,65207,65498,65134,65343,65508,65447,65498,65304,65448,65469,65506,65504,65483,65478,65446,65432,65492,65264,65488,65512,65438
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,-0.464003107562,3104,2615,3228,2563,3170,2661,3159,2520,3121,2683,4153,3120,3796,2749,4594,2748,2964,2789,4566,2708,3119,2899,4201,3004,3147,2964,5397,2935,3435,3574,5181,2752
LONGEST_LAT_CACHE.MISS,cache-misses:u,-0.18912863279,1795,1366,1834,1152,1426,1054,1341,877,1519,1094,1882,1323,1505,888,2021,1239,1276,1273,1671,1199,1302,1407,1574,1400,1341,1370,1913,1229,1464,1502,2090,1433
CPU_CLK_UNHALTED.THREAD_P,cycles:u,1.0,10164593,12313636,10234109,11694401,9241994,9513487,7421610,7345958,6280150,6304326,4767560,5507986,4798647,5187460,3883046,4978696,4496472,5038962,3905433,4886914,4484404,5032686,3900101,4896457,4465583,5014058,3926856,5003528,4470053,5059688,4012197,5143646
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,0.999986309713,261756,317122,263872,300793,237091,244760,190262,188436,161556,162034,122395,141690,123003,133251,99849,127962,116002,130200,100389,125533,115569,129461,100686,126099,115125,129212,101205,128710,115299,129703,103213,132559
L1D_PEND_MISS.PENDING,r0148:u,-0.488197992654,10862,3897,11038,6916,5423,7183,12298,9422,5684,6881,10009,7709,9785,14155,24099,14500,15928,11891,46155,11699,14313,11024,39504,14218,16258,9947,30539,14617,13422,10597,57955,11064
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,0.567617890251,3,4,4,6,1,4,1,4,4,2,1,4,2,3,1,4,1,2,1,3,4,3,2,1,1,1,1,3,1,2,0,3
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,0.598777641761,4,4,3,5,1,4,2,5,3,2,1,4,1,3,2,3,1,1,1,2,4,2,2,1,0,1,1,3,0,2,0,3
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.593751984674,2,5,2,9,3,7,2,2,2,4,1,1,1,3,2,2,2,0,3,3,4,2,2,2,1,3,1,4,2,1,1,3
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,0.447523941927,115,186,160,291,286,154,144,127,186,168,111,115,111,215,219,151,141,26,161,200,137,130,-1,115,172,133,40,73,110,71,71,245
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,-0.568280899201,309,340,564,594,332,368,685,647,446,448,863,924,496,456,933,924,650,485,1001,1118,614,491,935,1124,637,456,906,1064,682,485,978,933
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,-0.559640760447,334,350,587,589,349,354,682,620,459,467,850,936,488,452,922,934,625,481,1004,1126,602,489,945,1136,633,455,916,1076,685,530,974,930
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,-0.203762725754,0,-1,-1,-1,0,-1,0,1,0,0,-1,-1,0,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,-1
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,-0.293039701936,882,259,1080,167,1193,422,3559,3459,3160,2345,4151,3025,2399,3098,3996,1633,2512,1811,88739,1567,2427,2187,52360,1190,1707,1461,26758,1690,1967,1530,3099,2117
L1D.REPLACEMENT,r0151:u,-0.226997615165,131130,131118,131141,131150,131118,131096,131103,131103,131077,131101,131127,131084,131103,131103,131144,131117,131128,131157,131299,131074,131095,131069,131171,131104,131125,131118,131166,131132,131296,131138,131285,131104
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,0.0793687409263,1,6,-1,2,-4,-3,8,-4,-1,-7,2,-7,-10,-3,5,-1,3,0,-4,-7,-4,-4,6,1,3,-3,0,-2,6,5,-1,6
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,-0.0409953017385,68,49,63,24,35,25,42,61,61,46,53,83,41,34,43,19,27,20,61,48,40,53,54,54,22,55,54,63,44,62,50,53
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,0.0599043554857,16,53,1,18,-29,3,79,-23,2,-27,41,-14,-46,25,47,18,18,14,7,-58,-15,9,24,-7,15,-9,-6,-31,61,40,31,43
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.63589923693,1312024,1312033,1311962,1311825,1311448,1311223,1311670,1311772,1311654,1311518,1311482,1311688,1311418,1311427,1311506,1310956,1311210,1311067,1311482,1311164,1311482,1311127,1311476,1311000,1311233,1311094,1311565,1311248,1311332,1311226,1311425,1311073
CPL_CYCLES.RING0,r015c:u,0.652692653211,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPL_CYCLES.RING123,r025c:u,0.999985097352,10157314,12301576,10214311,11673481,9253620,9500990,7439629,7383155,6275872,6307251,4769426,5500346,4810402,5180520,3886336,4980800,4503369,5033422,3936646,4915729,4470698,5056096,3902401,4891173,4463913,5016541,3928065,4996792,4474902,5078245,4018835,5152149
RS_EVENTS.EMPTY_CYCLES,r015e:u,-0.321322302614,15204,16136,16257,13595,9371,11514,15033,13314,13587,12839,10872,13772,14412,7356,11516,17184,16831,69044,27836,141811,48143,129512,20037,131824,51306,108808,20551,127094,66870,124123,18103,146121
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.976425700589,112586229,144180524,124309270,134708790,109346087,97341566,84754138,86588975,68649304,72355877,54742496,68765368,46273478,50642711,46027674,53827434,52891608,58464431,36911706,53751903,43516887,40126703,45399369,45202503,50084984,53039599,31778879,47804915,53629687,53945770,34901166,35351466
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,0.924314904972,54520510,56680496,65758256,69037452,56894910,48663046,43027855,42274451,38710997,41633257,31852472,29047485,32260345,35529044,29435562,37754803,29067247,24239053,17286135,26932684,20589142,28480194,28917989,34194291,29871899,33266121,24844172,29925645,31454206,20982556,21943345,26365100
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.530792172918,3340847,5132151,4198940,18124953,7928705,1307952,3810893,6130916,3211990,10553991,533444,6198328,6506988,3886635,852579,4030807,3433501,1191745,15227,-1461269,-870730,158419,6210469,-472924,2704996,-1065128,1065647,1591679,1225768,6121573,-2488312,-4949013
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.934405248144,42078421,47520886,43607342,60714513,46792942,37656870,39166191,38489997,31286814,32305295,25656963,23617760,18013076,27329316,21548410,26743769,21488975,23799948,19230305,22179465,18897196,19049343,23661827,28028317,20900403,19469824,15430606,26823081,23684323,26939424,19061838,24595731
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,-0.00268783299658,0,-1,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0
IDQ.EMPTY,r0279:u,0.200952173648,13285,13235,11470,11357,8125,6828,10694,10217,10701,7791,8217,8307,6807,11207,11766,5280,12622,9558,11145,12022,10794,12869,8784,5999,7271,11120,9532,10672,9926,11735,11200,11097
IDQ.MITE_UOPS,r0479:u,0.425080829338,4444,4396,3482,3126,3139,1932,3138,3569,3554,2446,2639,1998,1899,2986,3293,2039,3040,3583,3150,3215,2694,3495,2824,2197,1652,3370,2161,3044,2814,3822,2592,2993
IDQ.DSB_UOPS,r0879:u,0.657497199543,17028,14569,18464,12040,8501,7404,9097,10642,10299,9138,9571,11898,9131,9974,9437,5888,6542,7539,8357,8394,8400,9521,9433,6767,6071,8137,7825,8988,9743,9620,9017,9057
IDQ.MS_DSB_UOPS,r1079:u,0.303305952811,-15,108,-51,14,22,38,20,1,50,77,18,-27,-73,-42,-17,10,16,-96,-37,-66,17,-43,-23,70,-54,-2,-6,80,-4,23,23,-131
IDQ.MS_MITE_UOPS,r2079:u,0.518111341627,6066,6637,5825,4411,3705,3474,4336,4697,4219,4103,4308,5498,3976,4894,4137,2500,2599,3193,3951,3675,3985,4698,4640,2983,2580,4152,3732,4237,4183,4309,4485,4489
IDQ.MS_UOPS,r3079:u,0.53204476456,6052,6746,5774,4425,3728,3513,4356,4698,4269,4180,4326,5471,3904,4852,4121,2511,2615,3098,3914,3609,4002,4656,4617,3053,2527,4151,3726,4318,4179,4333,4509,4358
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,0.663141403344,3930,4690,3702,3242,2409,2030,2651,3021,2787,2626,2541,3041,2653,2655,2582,1606,2032,2018,2470,2428,2485,2705,2639,1694,1538,2489,2513,2820,2245,2684,2560,2176
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,0.670986391573,3505,4084,3277,2853,2183,1869,2345,2660,2450,2267,2243,2642,2383,2427,2234,1364,1769,1782,2245,2127,2150,2390,2295,1464,1362,2216,2279,2553,1946,2260,2251,1924
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,0.571453588483,3948,3499,2839,3221,2714,2287,2980,3064,2642,2682,2580,3016,2515,2505,2387,1342,2271,1787,2466,2286,2283,2906,2480,1838,1516,2786,2604,3333,2124,2424,2654,2419
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,0.550413350407,1707,1640,1223,1392,1260,1076,1200,1340,1206,1174,1187,1340,1144,1096,1104,635,956,844,1088,1061,1076,1392,1138,827,635,1318,1169,1481,937,1223,1154,1072
IDQ.MITE_ALL_UOPS,r3c79:u,0.487625426317,24834,25045,27741,22733,20913,19414,16069,19408,17264,14904,15553,20072,14463,16919,15204,9076,37042,13098,16187,15491,14943,19197,17262,12441,12157,18768,15225,20920,14699,20311,14527,15535
ICACHE.MISSES,r0280:u,-0.418298511983,5,13,3,1,16,25,19,5,3,18,8,12,6,23,26,12,19,21,20,25,24,18,13,30,14,13,13,20,14,7,32,23
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,0.163146746955,0,1,1,0,0,0,-1,0,1,0,0,0,-1,1,2,-1,0,0,-1,1,-1,0,0,0,0,-2,0,0,1,0,0,0
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,0.0872265655243,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,0.205910940598,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1
ITLB_MISSES.WALK_DURATION,r1085:u,0.243105338215,127,129,140,187,133,195,207,165,166,194,148,84,121,175,116,157,61,141,153,182,168,127,29,187,132,167,153,71,103,106,90,246
ITLB_MISSES.STLB_HIT_4K,r2085:u,0.155302333498,0,0,-1,-1,0,2,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,-0.117576322652,-1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0
ILD_STALL.LCP,r0187:u,0.0718121019649,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0
ILD_STALL.IQ_FULL,r0487:u,0.850724335651,1943,2947,1141,2352,1590,1692,1288,1257,1058,1290,1293,981,803,1605,929,672,981,1008,1031,1117,949,1215,765,849,745,1256,766,783,626,990,734,879
BR_INST_EXEC.COND.NOTAKEN,r4188:u,0.0235389440796,-525,-972,24,447,-254,894,980,197,-845,596,-303,452,-1164,540,302,-1097,262,112,-1124,-367,997,91,-466,-223,-667,813,950,-851,425,10,-394,-169
BR_INST_EXEC.COND.TAKEN,r8188:u,0.684928508085,262431,262513,262472,262367,262305,262245,262355,262362,262337,262309,262319,262324,262293,262277,262301,262199,262238,262191,262309,262219,262302,262209,262292,262221,262228,262222,262315,262230,262307,262222,262299,262247
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,0.23721697358,17,5,6,-10,5,-2,-2,6,5,-1,9,7,-6,9,-16,2,2,5,-12,-6,6,13,9,-7,1,-10,-11,-11,2,7,-8,-1
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,0.125822984026,-3,1,0,0,3,1,1,0,2,0,1,1,1,1,-1,3,0,0,-1,-1,0,0,0,-1,4,-2,-3,-1,0,0,-1,-1
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,-0.214967420239,-4,-2,2,2,6,-6,9,2,0,4,3,-1,8,1,2,2,6,4,1,1,-2,-1,6,7,2,0,1,-2,3,4,-3,1
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,-0.215148112871,-5,-9,6,0,5,-11,14,4,-2,6,6,-2,15,1,1,-1,7,7,-1,1,-8,-3,11,5,2,1,-2,-5,5,8,-7,-2
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,-0.227447795801,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,-0.10902508016,262429,262012,262360,262070,262031,262596,262386,262529,262629,262609,262619,262728,262366,262472,262532,261229,262080,263070,262600,263085,262691,261433,262664,260649,262417,262873,262718,262851,263148,262080,261520,262591
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,0.00141605943709,1,1,-2,2,0,-2,10,2,-4,-1,-1,1,4,-2,-4,-6,-3,2,2,8,-3,-2,2,-2,4,2,-2,7,1,9,1,4
BR_MISP_EXEC.COND.TAKEN,r8189:u,-0.134125384359,-16,-6,-22,0,-9,-14,22,7,-27,-6,-11,-9,0,-13,-24,-23,-22,-3,7,29,-13,-19,25,-23,5,-2,-15,32,-2,20,-1,5
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,0.272826669902,-2,-2,-12,12,10,7,11,3,-8,0,-4,-21,-8,-17,-7,-12,-7,-5,10,2,-12,-16,-3,-1,3,-4,-4,8,4,8,-12,5
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,-0.30624687561,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,-1
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,-0.37627740509,-37,-22,-5,-4,-39,-4,-6,-1,16,7,-11,-17,27,32,16,-14,5,7,-5,-4,-4,6,30,-18,-1,-27,-10,8,-12,6,-17,-14
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,0.241059329532,817391,815182,813360,806081,808573,801553,806804,807619,808416,802636,810493,813682,801993,809518,809977,797044,807248,809273,813505,810775,805023,807831,804941,803890,806410,800907,807014,809239,809334,805634,810768,813383
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,-0.714308176098,1106793,1112478,1072894,1074263,1156624,1123959,1155359,1115306,1130373,1130329,1161654,1139844,1151695,1163329,1182225,1187923,1272869,1190087,1188004,1234227,1302720,1166598,1195643,1213075,1289897,1138295,1202643,1222217,1260144,1192247,1217738,1188273
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,0.118249450867,1518601,1512560,1551707,1548939,1466013,1498680,1468388,1508688,1493239,1492850,1465818,1484932,1473598,1462251,1455715,1588415,1495205,1520550,1464733,1519384,1563894,1533864,1462189,1523344,1571635,1528571,1465693,1555250,1526017,1564594,1477688,1558749
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.864292747999,1906621,1907817,1922116,1921047,1900132,1916955,1913302,1936202,1940285,1933064,1960109,1959629,1966741,1968973,2024073,1997560,1998720,2004760,2024506,2010576,2023612,2013523,2025607,2014790,2024926,2012686,2034616,2012289,2017801,2009062,2013400,2003931
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.756505395079,2258810,2253621,2254880,2244583,2257616,2250445,2270033,2242594,2254750,2262077,2235449,2231741,2228293,2224571,2156317,2194477,2194949,2182686,2150467,2172117,2173499,2160375,2151061,2164674,2162724,2162768,2141875,2164612,2164338,2174480,2164114,2185969
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,0.204446366881,3146898,3146760,3146880,3146607,3146278,3146237,3146407,3146587,3146462,3146677,3146520,3146682,3146708,3146621,3146527,3146428,3146237,3146431,3146734,3146218,3146653,3146408,3146693,3146345,3146493,3146774,3146559,3146521,3146422,3146413,3146728,3146218
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,0.960561463455,4611945,5711220,4842388,6025244,5027040,5259910,4304382,4395196,4016171,4013046,3199713,3577985,3216494,3397364,2732547,2964643,2777808,2844166,2696089,2694021,2698757,2735613,2688522,2721074,2692617,2771768,2692580,2751435,2712633,2768048,2711963,2790903
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,0.487688184824,1050884,1050830,1051615,1051338,1050296,1050200,1050283,1051246,1050437,1050146,1047019,1048775,1048699,1048242,1036504,896561,904076,837160,1022560,897134,789723,896925,1013971,910068,799303,923421,1006523,823868,855627,834204,968689,824015
