Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LD_BLOCKS.STORE_FORWARD,r0203:u,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
LD_BLOCKS.NO_SR,r0803:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISALIGN_MEM_REF.LOADS,r0105:u,6,6,6,6,6,5,5,5,6,6,6,6,5,5,5,5,5,6,5,5,6,5,6,6,6,5,5,6,6,6,6,6
MISALIGN_MEM_REF.STORES,r0205:u,14,15,15,15,15,15,14,13,15,15,14,15,14,15,14,14,15,15,16,14,16,14,14,15,14,15,14,15,15,15,15,14
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,12152827,12623442,13250586,8977972,2395192,93630,70723,68903,69266,69082,69536,69754,69606,70729,70162,68867,69239,68847,68906,68812,68807,68561,68869,68954,69043,68886,68799,68842,69288,68954,69203,68983
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,477,485,552,470,476,488,475,440,476,478,463,479,481,457,471,475,485,468,472,472,447,480,472,473,483,484,484,477,487,467,471,479
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,361,364,426,357,354,367,360,353,357,361,358,360,359,357,358,355,365,357,361,363,341,362,353,355,362,364,363,358,364,356,357,361
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,361,358,417,353,358,351,357,360,364,357,359,354,359,360,359,360,354,362,348,356,361,350,359,350,359,361,349,355,352,358,357,362
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,9482,9548,10743,9919,9540,9514,9493,9501,9938,9765,9602,9272,9621,10106,9450,10144,9374,9762,9952,9924,9555,9450,9553,9387,9556,9751,9106,9354,8779,9976,9712,9700
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,1155,1051,1208,924,799,667,916,1030,562,685,596,755,733,644,807,1073,723,1128,1045,1100,618,745,765,788,1002,890,1276,775,824,639,653,1202
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,16,13,19,18,11,14,22,17,18,15,29,19,8,14,13,12,15,15,14,17,18,16,14,25,16,15,22,13,20,16,13,18
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,1330,986,1411,966,1055,1019,735,586,649,745,856,999,633,652,585,710,658,1040,680,715,930,920,934,967,1654,660,1008,971,639,482,601,1215
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,229,227,225,206,236,202,219,207,210,231,217,220,216,228,222,228,214,223,210,178,228,218,229,192,223,219,211,233,203,214,218,230
INT_MISC.RECOVERY_CYCLES,r030d:u,221601,221544,222616,220403,223215,220216,220820,220274,219803,222112,220774,220956,220051,221794,221326,221113,221596,221581,220687,217318,222127,221133,221573,218162,221690,221044,223654,221970,220080,220552,220938,220919
UOPS_ISSUED.ANY,r010e:u,123628081,123630582,123633697,123623775,123639244,123621608,123622677,123619990,123617501,123629078,123621891,123623030,123618265,123627849,123625008,123623018,123627093,123624473,123621332,123604791,123628085,123623750,123625369,123609031,123628199,123623073,123640982,123628888,123618688,123620821,123623778,123620469
UOPS_ISSUED.FLAGS_MERGE,r100e:u,1050528,1050464,1050468,1050482,1050468,1050505,1050471,1050474,1050492,1050486,1050485,1050496,1050459,1050476,1050458,1050494,1050482,1050450,1050497,1050449,1050484,1050501,1050477,1050474,1050484,1050485,1050480,1050472,1050464,1050485,1050480,1050492
UOPS_ISSUED.SLOW_LEA,r200e:u,1052138,1052012,1052050,1052027,1052025,1052130,1052026,1052022,1052066,1052103,1052072,1052139,1051960,1052047,1051982,1052117,1052119,1051971,1052088,1051962,1052120,1052116,1052031,1052036,1052113,1052115,1052111,1052019,1051970,1052107,1052053,1052106
UOPS_ISSUED.SiNGLE_MUL,r400e:u,5247521,5246991,5247455,5247181,5246768,5247274,5246962,5246942,5247084,5247167,5247020,5247195,5246879,5246870,5247016,5247025,5247084,5246936,5246728,5246718,5246751,5247003,5247020,5246812,5247118,5246980,5246974,5246955,5246773,5246908,5247034,5246978
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,1938,1856,1938,1849,1735,1613,1774,1797,1781,1739,1768,1758,1722,1765,1730,1780,1768,1718,1791,1724,1680,1570,1754,1758,1762,1759,1765,1708,1788,1782,1748,1782
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,2200,1999,2663,1209,1119,1276,1246,1338,1281,1293,1283,1257,1301,1328,1263,1266,1330,1272,1351,1364,1498,1623,1350,1406,1269,1465,1363,1505,1296,1416,1326,1397
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,4404,4170,4878,3305,3203,3217,3357,3447,3352,3340,3334,3284,3379,3388,3346,3317,3412,3269,3433,3399,3448,3493,3411,3465,3311,3500,3424,3523,3329,3504,3434,3502
L2_RQSTS.RFO_HIT,r4224:u,95097,95109,95140,94956,94979,94568,95009,94834,94577,95258,95062,95258,94870,95058,94725,95057,95206,95110,94732,94810,94782,94786,95062,95110,95051,95095,95244,94826,94880,94510,94841,94961
L2_RQSTS.RFO_MISS,r2224:u,3410,3295,3347,3249,3125,3439,3222,3319,3303,3070,3171,3030,3178,3137,3120,3194,3080,3168,3157,3164,3181,3324,3087,3148,3197,3104,2992,3119,3246,3376,3182,3070
L2_RQSTS.ALL_RFO,re224:u,98693,98635,98626,98318,98035,98403,98382,98296,98084,98480,98478,98478,98432,98501,98009,98473,98285,98365,98361,98046,98114,98112,98420,98451,98424,98439,98461,98398,98443,98270,98065,98299
L2_RQSTS.CODE_RD_HIT,r4424:u,709,725,728,781,678,762,763,715,713,681,702,635,727,754,692,727,722,718,731,711,704,760,642,660,735,737,735,743,747,738,690,777
L2_RQSTS.CODE_RD_MISS,r2424:u,1526,1552,1565,1541,1527,1543,1562,1548,1510,1510,1560,1431,1560,1552,1490,1539,1570,1547,1577,1524,1505,1548,1471,1468,1558,1532,1502,1543,1565,1566,1488,1535
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,6742,6692,7329,6529,6487,6172,6504,6547,6610,6158,6411,6153,6580,6484,6782,6402,6495,6601,6576,6474,6463,6435,6244,6278,6510,6434,6331,6382,6551,6547,6338,6563
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,105344,104984,105830,104111,103768,103675,104014,103932,103774,103988,104131,104049,104040,104002,103854,104102,104002,104078,104016,103736,103952,103953,104076,103865,104032,104172,104158,104123,103896,104161,104037,104174
L2_RQSTS.ALL_CODE_RD,re424:u,2279,2288,2300,2328,2280,2094,2316,2359,2283,2264,2292,2272,2263,2272,2247,2309,2282,2291,2255,2263,2312,2297,2222,2264,2287,2305,2246,2279,2288,2308,2281,2266
L2_RQSTS.L2_PF_HIT,r5024:u,3802,3716,4178,3727,3672,3651,3823,3873,3750,3618,3620,3604,3650,3701,3818,3572,3607,3631,3685,3703,3846,3699,3605,3711,3623,3618,3578,3673,3709,3605,3692,3627
L2_RQSTS.L2_PF_MISS,r3024:u,160724,160383,160414,160850,160924,161042,160645,160532,160839,160882,160745,160936,160739,160618,160605,160996,160958,160863,160617,161054,160797,160986,160868,160728,160859,160831,160972,160485,160968,160900,160852,160747
L2_RQSTS.ALL_PF,rf824:u,229482,229713,228270,230609,230586,230698,230398,230683,230538,230556,230211,230564,230406,230481,230312,230281,230268,230353,230101,230633,230222,230443,230177,230082,230241,230426,230186,230326,230773,230116,230121,230194
L2_RQSTS.MISS,r3f24:u,168985,169260,169722,169293,169290,169126,169039,169621,169376,169169,169120,169489,168970,169465,168984,168932,169028,168910,169031,169461,169282,169380,168979,169257,168953,169411,169250,169022,169413,169028,169194,169302
L2_RQSTS.REFERENCES,rff24:u,334839,334812,334165,334670,334265,334609,334457,334323,334528,334512,334278,334369,334543,334304,334348,334196,334325,334451,334213,334572,334312,334263,334254,334074,334293,334494,334132,334492,334666,334286,333890,334262
L2_DEMAND_RQSTS.WB_HIT,r5027:u,98180,97948,97957,98007,97970,98035,98051,98033,98015,98145,97868,97960,98046,98037,98042,97988,98099,98051,97982,98128,98100,97942,97970,97949,97941,98275,97960,98101,97893,98201,97882,98146
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,9011,8592,10003,9369,8667,9045,9406,8708,9331,8903,9241,8807,8703,9351,8607,9081,8334,8529,8350,9280,8855,8738,8895,9034,8552,8667,8869,8226,8337,9155,9000,9006
LONGEST_LAT_CACHE.MISS,cache-misses:u,4152,3145,4534,4552,4433,3698,4617,3445,4484,3943,4398,3728,2725,4751,2742,4218,2759,3165,2617,4550,3771,3599,3450,4284,3029,3780,3513,2984,3469,4240,3666,3961
CPU_CLK_UNHALTED.THREAD_P,cycles:u,48685267,48792733,49489547,45797959,41270704,40679259,40677900,40663821,40673644,40659840,40606947,40673120,40600673,40632087,40589728,40589840,40536498,40557853,40561365,40548624,40539327,40535691,40596409,40556139,40562795,40523539,40589943,40553017,40571772,40553984,40569644,40564539
