Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.RFO_MISS,r2224:u,-0.324425315162,2474,1409,1454,1504,1265,1708,1476,1570,1237,1255,2300,1549,1858,1573,2824,1440,1710,1581,2691,1681,1620,1542,2628,1388,2431,1493,1958,1457,2367,2247,4960,1676
L2_RQSTS.ALL_RFO,re224:u,0.516617646876,65135,65560,64939,65704,64902,65613,64497,65532,65227,65458,64234,65273,64724,65282,64287,64714,64996,65443,63558,64901,64669,64891,64272,64812,64611,64809,64030,64969,65828,65385,63739,64859
L2_RQSTS.CODE_RD_HIT,r4424:u,0.334172514708,1,11,2,-6,0,1,-1,2,0,-2,-2,-1,-3,-4,-3,-4,-3,1,2,0,3,-2,-4,0,-1,-1,-1,0,4,-1,0,0
L2_RQSTS.CODE_RD_MISS,r2424:u,0.161263471224,10,19,4,1,4,8,9,13,11,9,7,5,11,9,4,7,7,6,11,6,8,12,0,8,6,6,8,3,9,10,9,3
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,-0.196797235819,4106,2675,2727,2757,2518,3037,2954,2426,3237,2456,3994,2652,3292,2715,3961,2568,2775,2615,4604,2018,2654,2284,3732,1638,3741,2167,3776,2658,3445,5840,5332,2749
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,-0.068854069786,68257,67216,66662,67133,66507,67019,65450,66950,66616,66994,66046,66978,66361,66804,66524,66392,66420,67440,67405,66495,66666,65951,68466,66170,66008,65970,69605,66334,67538,67582,71981,66627
L2_RQSTS.ALL_CODE_RD,re424:u,-0.22489198577,14,10,2,5,4,-11,9,8,14,-2,8,6,7,7,5,8,8,10,4,9,7,9,2,10,7,15,30,14,35,10,3,5
L2_RQSTS.L2_PF_HIT,r5024:u,0.0734559278781,6924,2812,3436,2802,2680,2668,3364,2264,4290,2412,3200,2477,2906,2857,3610,2526,2955,3091,3417,2651,2642,2676,3304,2594,4219,2834,3316,2897,3409,6282,5258,2854
L2_RQSTS.L2_PF_MISS,r3024:u,0.081081752087,131137,128838,129179,128817,128596,128966,128818,128498,129062,129020,129210,129153,128963,128911,129126,128964,128879,128589,129403,129052,129149,128941,129084,129074,129102,128779,129219,129156,128942,130156,129558,129165
L2_RQSTS.ALL_PF,rf824:u,0.293177173106,201454,195948,196056,195927,195764,195619,196463,195671,196410,195797,196282,195830,196028,196130,196221,195727,195999,195876,197844,195801,195866,196729,194110,196120,197921,196269,193566,195997,196491,196914,191570,196496
L2_RQSTS.MISS,r3f24:u,-0.258129992093,136545,132075,132273,132111,131814,131861,133582,131936,133105,131931,133950,132033,132867,133075,135696,132090,132549,132053,140813,131885,131964,132718,134957,131869,135368,132372,133673,132118,133229,134536,138675,132544
L2_RQSTS.REFERENCES,rff24:u,0.287756800253,269136,263037,262651,262937,262360,262559,262092,262466,262966,262894,262272,262612,262395,262774,262670,262248,262472,263293,264508,261673,262405,262629,262650,262193,263932,262646,262388,262778,263517,263532,263684,262699
L2_DEMAND_RQSTS.WB_HIT,r5027:u,-0.283961569307,65613,65326,65482,64044,65114,64635,64878,65438,65423,65427,65509,65141,65326,65461,65452,65145,65427,65188,64285,65182,65336,65468,65486,65359,65446,65005,65338,65409,65045,65519,65556,65476
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,-0.302507410714,7340,3042,4875,3430,3659,3225,5836,3179,3894,2899,4999,3863,4620,3833,6349,3743,4663,3418,7236,4073,3796,3808,6626,3470,7296,4182,8281,3898,4785,6879,8887,3939
LONGEST_LAT_CACHE.MISS,cache-misses:u,0.252592964355,6010,1191,3141,2701,1801,1346,3717,1889,2228,1132,1628,1545,1941,1200,1796,2054,2078,1723,2960,2201,1798,1850,2237,1526,2710,2162,3365,1622,2171,2481,2702,1853
CPU_CLK_UNHALTED.THREAD_P,cycles:u,1.0,11216853,12341341,10388499,12040208,9282590,9538772,7524775,7382086,6289119,6310171,4778949,5505644,4808878,5222647,3912374,5009914,4559809,5305547,3963436,4941422,4528440,5026810,3937223,4904653,4589762,5111533,4015140,5010483,4590116,5136856,4046258,5141993
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,0.999099126229,289548,317671,267482,320875,237999,246120,202940,189318,160230,162168,123467,141181,122826,134621,100671,128709,117357,141896,100925,129936,116520,128391,101173,125224,118837,132502,106635,127182,120364,131799,101169,131549
L1D_PEND_MISS.PENDING,r0148:u,0.387188987104,549985,44588,63449,94692,19578,27465,27371,25754,20124,30832,40224,27036,35191,30718,36298,25927,26166,38955,85229,31118,30001,25685,51823,27237,26317,31520,66857,29362,42060,77038,93402,11754
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,0.607152269909,1107,1084,1036,1092,1047,1067,1036,1052,1042,1056,1039,1054,1043,1067,1033,1054,1045,1065,1035,1057,1045,1056,1034,1048,1041,1063,1036,1059,1045,1076,1035,1067
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,0.610250276257,1108,1083,1036,1092,1045,1067,1036,1051,1042,1057,1037,1054,1041,1066,1033,1051,1044,1064,1036,1059,1044,1055,1031,1048,1041,1064,1035,1058,1044,1075,1035,1065
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.489556273437,1092,1081,1038,1065,1047,1062,1037,1079,1044,1055,1038,1044,1044,1067,1034,1042,1040,1059,1031,1053,1044,1066,1031,1056,1040,1054,1035,1051,1037,1100,1035,1055
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,0.16194166513,21207,19503,19687,19702,15138,16400,17633,22817,20623,16551,20263,17086,17021,18076,17884,15847,16015,17805,17913,18423,16186,19396,18098,17260,17255,16904,20298,16314,15026,30135,17324,16391
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,-0.693548056011,572,553,1414,1440,974,1060,2090,2118,1758,2430,2319,2341,1975,2270,1821,2257,2126,2170,1594,1796,2238,2013,1470,2009,2420,2015,1351,2013,2454,2027,1843,2084
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,-0.69580337745,564,574,1377,1425,976,1064,2068,2141,1753,2414,2342,2311,1929,2294,1823,2211,2094,2211,1556,1815,2203,2007,1506,2003,2485,2066,1368,1997,2431,2009,1813,2046
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,0.0474388430829,-1,2,0,0,-1,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,1,-2,0,0,1,0,1,0,-1,1,0,0,0,-1
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,-0.277687638894,5313,660,1878,387,4317,3286,15487,8068,8122,12881,8184,9179,7567,11512,11140,-899,9675,-1121,125209,-1745,3885,4820,78020,1782,2688,2745,34464,3671,6024,3949,4694,12
L1D.REPLACEMENT,r0151:u,0.358673394309,134507,131416,131473,131564,131482,131493,131440,131414,131469,131538,131397,131562,131448,131355,131391,131396,131505,131639,131578,131600,131499,131265,131402,131560,131261,131328,131444,131469,131819,131929,131555,131352
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,-0.0522121090496,-7,1,2,-5,1,-3,3,5,3,3,1,-4,4,13,9,-2,-4,5,-5,3,-4,8,9,-4,-10,-6,-3,4,-10,3,-9,-9
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,-0.308402715476,63,24,42,11,25,23,46,61,56,47,52,44,27,26,46,34,24,42,45,29,25,50,53,31,49,72,56,54,39,54,67,40
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,0.143639360479,104,-70,41,28,27,25,13,4,3,43,-20,-18,28,12,-57,-18,22,27,7,-5,20,-242,9,25,-2,35,36,-37,49,98,-30,64
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.439415598396,1327891,1311581,1312839,1312356,1311547,1311579,1311391,1311568,1311495,1311536,1311910,1311552,1311275,1311523,1311479,1311041,1311368,1311030,1311448,1310952,1311102,1311199,1311623,1311054,1311472,1311238,1311451,1311098,1311180,1311574,1311707,1311127
CPL_CYCLES.RING0,r015c:u,0.142721188111,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,6,0,0
CPL_CYCLES.RING123,r025c:u,0.994068797966,12603034,12303138,10296395,11889568,9267599,9598310,7463944,7368828,6301327,6336365,4808800,5550592,4827408,5222246,3910837,5008536,4534910,5204533,3957078,4946163,4509443,5046420,3942814,4915277,4483745,5024479,3968836,5006442,4476602,5926503,4060349,5151225
RS_EVENTS.EMPTY_CYCLES,r015e:u,-0.124076750972,57209,17125,16124,83363,8244,25241,26866,10102,8239,7837,23134,18676,5442,18439,8083,20791,19433,198326,23380,163671,66777,123789,23432,135950,54918,111391,20135,124137,54525,750435,20930,129350
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.792029040007,76422635,174383083,54419988,147243995,128109246,146535470,107991265,98349481,90727546,81296418,69869971,69629260,65197947,32270042,59046818,28729856,30294641,78248556,43490732,46698323,9698619,37783475,35831770,22619761,60306289,42791629,20889401,24522671,28597456,78466513,23422711,39531312
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,-0.0849695816802,-841165,18713121,33643538,23839752,14473799,-23807394,57336636,45556078,50521944,51359790,20051866,4494482,17151594,27798319,13303279,20623225,7729561,37217384,34581834,4737165,11050955,32302748,2060981,32826979,24783411,15659589,-5064754,39910458,50877946,25471524,39986938,5880837
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.365723524132,182429,1112612,14348270,-639785,9379584,3150290,7109505,10620611,2564077,1108680,-513667,-442687,-431375,-2822652,-3814781,225316,-184307,-767774,-193162,-771406,379416,-455447,380966,-110595,-1384632,-263241,-3087053,-3969250,368775,17486506,161133,-3893952
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.918183820499,49474995,58266481,46081245,51411137,40745041,54191784,28851748,31688881,34616697,26285912,26849398,28857328,20284502,26217437,12346589,15728270,16661525,27842718,24439628,23377833,9479661,21960385,19168230,24711595,18311849,15310233,16680952,17372679,15925558,33685673,21818776,23101672
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,0.371073649993,36292,14582,12044,35264,5068,6785,3363,27657,13910,7956,8599,10483,7601,15284,11759,13826,7645,19818,18068,26347,8973,28739,12201,7968,9371,15701,6206,7217,11449,13202,7763,7380
IDQ.MITE_UOPS,r0479:u,0.354413133708,13775,4956,3336,13123,1169,3132,1455,11164,6972,2849,3096,4939,2001,4961,4312,3733,2901,5490,7028,8596,1955,10025,3674,174,3947,5984,3279,2938,5986,6705,2953,4233
IDQ.DSB_UOPS,r0879:u,0.604436902978,77835,9579,14650,46583,18319,10129,18443,24952,11697,10606,12907,7821,8314,9217,7396,11759,7000,6312,6769,11080,11740,11575,15835,7989,7364,10174,8794,10063,6880,17435,10985,4202
IDQ.MS_DSB_UOPS,r1079:u,0.0998296872514,-50,-205,-3,510,-59,-246,-139,458,214,-18,132,186,174,-54,-172,-54,-222,165,213,151,-160,91,-15,-94,-26,-146,-125,-15,-124,-34,101,-247
IDQ.MS_MITE_UOPS,r2079:u,0.380702174334,10111,2273,4523,19559,4856,3028,6469,13975,11832,2830,5539,1689,2867,4381,2529,6090,2541,6108,4112,7113,5018,8874,6714,1472,3796,4938,3466,6354,2770,9276,3979,3942
IDQ.MS_UOPS,r3079:u,0.373221735675,10061,2069,4520,20069,4797,2782,6331,14434,12046,2812,5672,1875,3041,4327,2357,6037,2319,6273,4326,7264,4858,8965,6700,1379,3771,4792,3341,6339,2647,9242,4080,3695
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,0.532041891102,14477,4093,1277,9109,2415,1893,3297,3458,4639,2838,1919,2895,2653,316,1109,3098,1950,2515,3033,3078,1197,5747,3103,2186,1452,2567,2103,1866,2793,3453,3137,3547
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,0.549511210554,12439,2823,2543,8197,2144,1545,3484,3129,4139,2493,1752,2462,2373,1068,1252,2933,1765,2588,3030,3414,1627,4511,2797,1887,1315,2212,1823,1730,1764,2970,2614,3124
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,0.254777477122,6040,3215,2576,10374,1571,1332,3834,3734,6166,3465,2224,4034,1960,2995,2176,8184,3534,3550,2861,6821,3806,6998,3700,1764,2101,2517,3463,2035,962,4440,2450,4014
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,0.275803148251,2738,1520,1228,5561,793,584,1608,1603,2919,1786,1006,1722,899,1338,945,3573,1499,1707,1741,3648,1751,3283,1738,768,919,1324,1398,913,487,2147,1023,2071
IDQ.MITE_ALL_UOPS,r3c79:u,0.577935012697,111437,16105,33437,66520,46784,20399,23696,23531,33713,23262,17848,16930,14785,21192,11976,27991,14955,32531,16644,23653,42809,36298,19920,8763,10562,19804,15838,10063,13350,36426,21425,14963
ICACHE.MISSES,r0280:u,-0.483566452984,7,2,8,12,7,-4,1,9,2,9,13,10,10,20,13,14,16,10,14,13,12,16,18,12,9,21,15,15,-2,14,8,11
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,-0.039200797449,2,-1,-2,-3,1,2,-2,-4,-4,-1,-2,4,-2,0,0,0,-1,0,0,-1,-4,-4,1,0,0,-1,-4,3,-3,4,3,1
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,-0.275805943865,0,-2,-1,-2,-2,-1,-1,-3,-3,0,-1,1,-1,0,0,-2,-2,0,0,-1,-1,-4,1,2,-1,-1,-2,2,-2,3,2,2
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,-0.0822124004191,-2,0,0,1,0,0,0,-4,0,-5,-2,0,1,0,-1,-2,-2,0,4,-1,1,2,2,0,-2,2,0,0,0,1,-3,1
ITLB_MISSES.WALK_DURATION,r1085:u,0.022753131303,27,261,9,234,163,-30,62,-58,141,-105,-173,26,-13,25,157,27,109,236,319,206,215,238,234,177,-69,108,39,44,54,417,-34,-12
ITLB_MISSES.STLB_HIT_4K,r2085:u,-0.341633580304,-2,-1,0,-1,-1,0,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,0
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,-0.346661133787,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,-1,0,0
ILD_STALL.LCP,r0187:u,0.0613049806056,-1,1,-1,-1,-1,-1,1,-2,2,1,-1,2,-1,0,-2,-1,0,-1,-1,-1,-4,-2,0,1,-1,-1,0,0,0,-2,0,1
ILD_STALL.IQ_FULL,r0487:u,0.69686535863,5481,1219,4223,6405,6218,3121,2512,2284,351,575,1974,1050,1556,-1111,815,2543,128,2404,788,2240,2503,1614,22,1085,542,179,825,2334,-24,2456,192,1707
BR_INST_EXEC.COND.NOTAKEN,r4188:u,-0.368659575876,-758,-717,-200,-666,-489,-745,185,441,23,-465,-277,-244,-210,-594,-226,-526,-350,-134,-72,-474,-11,-435,64,-783,-333,-254,-352,-96,-295,-15,-425,41
BR_INST_EXEC.COND.TAKEN,r8188:u,0.466822226187,264806,262351,262497,262413,262561,262274,262265,262602,262344,262321,262329,262313,262299,262285,262291,262224,262286,262216,262392,262262,262299,262177,262328,262242,262253,262241,262287,262261,262270,262223,262298,262212
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,0.115461267482,1,-130,2,85,-4,134,-1,91,15,4,29,64,-133,0,6,4,0,21,25,5,6,-10,1,-3,5,3,4,15,-123,23,-2,-99
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,0.206067747249,5,2,2,0,4,0,-1,20,2,2,3,0,-3,0,1,1,0,2,-1,3,4,-4,1,2,-1,1,4,0,1,2,-1,-2
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,-0.0251894682871,20,-35,-25,5,-32,-14,44,31,41,-7,-19,-31,-33,-14,-24,7,-47,70,8,-5,32,-49,-10,36,-35,-58,19,4,-46,27,22,26
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,0.257153919568,9,11,1,8,4,5,16,13,8,10,9,2,6,13,8,4,-6,3,-5,-5,0,7,-1,12,0,11,13,-1,14,13,-8,-8
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,-0.0253344166881,0,-1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,1,0,2,1,0,-1,1,-1,-1,-1,0,-1,0,-2,-2,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.306312730335,263431,261879,262086,262410,261956,262052,262656,262877,262689,261943,261926,261728,261752,261905,261850,262236,261345,263109,262294,262244,261859,261134,262111,262187,261741,261066,262090,262004,261303,261200,262721,262575
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,0.262108169768,9,3,6,4,12,6,8,0,5,-2,2,-2,-2,-4,-2,15,-3,2,3,0,3,4,1,-4,1,11,5,10,5,9,6,4
BR_MISP_EXEC.COND.TAKEN,r8189:u,0.243683618884,9,1,5,5,5,3,-35,3,1,2,4,3,0,-3,-32,-2,-4,2,3,0,6,1,3,-3,2,-2,-23,-5,2,-35,5,-5
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,-0.0383155296332,2,-102,0,0,-1,-1,-102,101,103,-103,-2,-1,-40,0,-2,6,-1,0,-102,0,-102,-1,0,0,103,0,0,1,0,11,-103,0
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,0.0934311321359,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.00586941770522,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.0415940177258,4,13,10,1,115,0,-4,3,5,10,6,6,2,-5,105,-43,-7,-31,-2,7,19,0,8,1,16,3,36,8,-105,35,131,-112
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,0.383657702837,832009,801821,813492,811428,824674,801813,823692,815388,814311,803666,806238,806831,810191,805534,806395,810554,807704,811884,805579,804083,809318,812459,809223,798345,803156,809369,812482,798196,794621,818305,804167,802703
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,-0.719750812192,1107750,1111948,1073322,1074376,1158204,1123797,1156780,1115790,1128611,1129924,1160653,1138771,1151255,1162113,1180596,1191501,1271129,1197412,1190876,1231467,1297356,1170425,1200707,1208879,1285584,1139511,1209745,1222258,1261498,1197992,1221502,1189261
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,0.109099699273,1521597,1511308,1549740,1548791,1468917,1498162,1468845,1508792,1493986,1493131,1464201,1485149,1473746,1463806,1455960,1584744,1497889,1524213,1470315,1519916,1566291,1533255,1468088,1526106,1570559,1529711,1472625,1554509,1529030,1558935,1486072,1558826
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.865955146046,1904515,1898612,1916293,1918946,1900204,1912317,1909551,1925367,1945906,1937899,1952028,1963095,1967363,1974278,2019422,2001905,2005553,2008119,2027610,2006688,2025741,2011763,2026811,2026833,2018305,2007510,2019450,2008893,2026934,2022040,2023014,2006908
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.771159116953,2269093,2263217,2261501,2246686,2260146,2254336,2274495,2253666,2251855,2257460,2245559,2227542,2228642,2220152,2163147,2190599,2189407,2178984,2147456,2176405,2168535,2164512,2151895,2155521,2169258,2168960,2157205,2168283,2153253,2157723,2156827,2183340
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,0.438876485045,3155257,3146296,3146897,3147449,3147606,3146279,3147271,3146826,3146749,3146456,3146739,3146841,3146584,3146368,3146474,3146468,3146525,3146272,3146776,3146566,3146903,3146733,3146792,3146204,3146308,3146810,3146476,3146458,3146151,3146707,3146697,3146529
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,0.951322255336,4666986,5709061,4849451,6031919,5068425,5254946,4307133,4400691,4018791,4017456,3205729,3582503,3226595,3399168,2738534,2966360,2782306,2845335,2701027,2691899,2698495,2733649,2692254,2720066,2693520,2771025,2703397,2751486,2715015,2764058,2718982,2786782
