Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.ALL_CODE_RD,re424:u,2292,2401,2366,2267,2279,2162,2266,2349,2344,2297,2308,2466,2273,2190,2345,2244,2301,2348,2226,2311,2175,2312,2309,2264,2225,2282,2298,2288,2260,2336,2384,2180
L2_RQSTS.L2_PF_HIT,r5024:u,24998,27064,26383,25910,25849,24848,25643,25913,25108,25143,26894,26366,27740,26958,31162,25542,26865,25757,30491,25782,26601,25448,29668,25452,25929,25886,30194,26262,27006,26990,29506,25504
L2_RQSTS.L2_PF_MISS,r3024:u,1448207,1446008,1448140,1447773,1448369,1448316,1449410,1449122,1449614,1449573,1450846,1449221,1450651,1450322,1451399,1450320,1451098,1449960,1451418,1450351,1450846,1449914,1451258,1450120,1450494,1449961,1451207,1450754,1451450,1450866,1450890,1450571
L2_RQSTS.ALL_PF,rf824:u,2182639,2184806,2184104,2182549,2185687,2184630,2186208,2186210,2186909,2186208,2189661,2185859,2188935,2187425,2185953,2179870,2185299,2179110,2179311,2182000,2185296,2180318,2171689,2180120,2185565,2180244,2167368,2182949,2190774,2188836,2141800,2183042
L2_RQSTS.MISS,r3f24:u,1481218,1482439,1482498,1481271,1481108,1480918,1481382,1481148,1481441,1481186,1488642,1483496,1487810,1484741,1490732,1482787,1482989,1481808,1494765,1483313,1482808,1482091,1492244,1483223,1484854,1483531,1496798,1483369,1483608,1485297,1493036,1481610
L2_RQSTS.REFERENCES,rff24:u,2949017,2955718,2949717,2953832,2949260,2954146,2949940,2955079,2950475,2954397,2949230,2953438,2951302,2955726,2950272,2951018,2952002,2951816,2951752,2952452,2952664,2952713,2950054,2951942,2952576,2952807,2952874,2952672,2953630,2951508,2951748,2951676
L2_DEMAND_RQSTS.WB_HIT,r5027:u,753026,752763,752770,752054,752240,751688,751641,753061,753054,753140,752548,751968,751857,752158,752325,752910,752817,752917,752739,752526,752887,753060,752484,752566,752802,752276,752802,752824,751005,752636,752445,752763
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,38079,34397,38459,34079,36184,33045,39000,32511,37236,32441,45200,36313,43411,37903,53982,37207,38253,36306,50222,38082,41296,36810,54080,38370,39306,38827,49066,39965,41775,44960,52488,37641
LONGEST_LAT_CACHE.MISS,cache-misses:u,18874,15846,18068,9744,13489,11340,15253,9922,14398,10007,18575,11171,15794,11130,20788,15815,14310,13836,19260,15178,16696,14321,21625,15739,16495,15743,18108,16237,16862,16752,20800,14798
CPU_CLK_UNHALTED.THREAD_P,cycles:u,141134866,165008065,142409746,158072352,131483166,134313450,111525490,110524150,98599306,98903179,82240000,89894976,82496596,86763060,72484914,84380784,79153848,84939321,72694452,83598088,78803761,84799220,72471716,83395706,78548690,84793326,72717857,84640697,78360345,85594166,73832383,86080863
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,3626372,4238250,3660999,4066350,3381502,3454705,2870292,2841408,2535478,2544768,2121220,2312215,2124538,2233854,1869472,2172219,2041815,2188049,1872964,2153358,2030083,2183749,1868762,2145800,2022039,2178278,1874874,2177952,2015837,2206607,1901626,2219962
L1D_PEND_MISS.PENDING,r0148:u,195988,232187,267982,231797,241552,203950,215130,220172,226396,216772,273180,226309,234696,259924,341368,296078,275651,304136,587712,290803,290974,294004,484574,301373,291503,309606,490681,289127,280886,286045,837765,270472
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,2385,2433,2415,2196,2292,2290,2209,2063,2125,2137,2103,1993,2082,2094,2090,2048,2008,2106,2022,2068,1989,2070,2036,2081,1999,2080,2068,2068,2046,2068,2081,2070
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,2195,2247,2224,2006,2102,2100,2017,1874,1935,1951,1914,1804,1888,1906,1900,1861,1816,1918,1832,1881,1800,1884,1847,1895,1808,1890,1877,1882,1858,1881,1890,1884
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,2202,2241,2210,2001,2113,2101,2039,1872,1936,1961,1914,1821,1854,1898,1878,1873,1805,1913,1827,1884,1807,1906,1849,1942,1815,1901,1873,1877,1860,1878,1886,1919
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,44900,46675,46736,43994,45812,44668,45626,42960,40430,43328,43189,42293,41604,42329,41625,42675,41444,42449,41628,40935,40641,41824,41218,42037,39681,42294,41437,42390,41666,41031,41993,42993
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,5066,5230,7560,8155,5344,5564,8623,8206,6288,6694,10322,10826,6540,6631,11234,11195,8030,6648,12019,12919,7894,6759,11506,13058,8344,6529,10977,12775,8596,6873,11820,11182
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,2,4,6,5,4,5,6,7,4,5,7,7,4,6,7,8,7,5,7,9,6,6,6,7,4,5,6,6,5,6,5,8
DTLB_STORE_MISSES.STLB_HIT,r6049:u,5002,5382,7608,8272,5389,5616,8602,8209,6334,6637,10493,10912,6586,6564,11224,11184,7964,6673,11968,13031,7976,6818,11587,13104,8330,6524,11132,12820,8670,6865,11864,11258
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,592,589,588,594,588,586,589,593,586,588,588,595,587,583,588,595,587,583,587,600,586,583,588,597,588,584,587,589,587,585,585,598
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,13408,9278,17025,9199,16411,9384,23048,29224,40854,32386,36196,28396,23724,39476,47979,125212,41306,91343,1110190,117926,36312,59148,550838,90226,29605,50048,234314,42826,29184,35441,35612,25207
L1D.REPLACEMENT,r0151:u,1479138,1478654,1478670,1479018,1478795,1478800,1478714,1478833,1478714,1478705,1478798,1478781,1478640,1478882,1479182,1478937,1479180,1479070,1480411,1478946,1479091,1479039,1479323,1478920,1478944,1479397,1479409,1479277,1480390,1478873,1480475,1479097
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5930,5932,5913,5855,5872,5900,5888,5870,5894,5934,5871,5884,5922,5899,5870,5935,5858,5939,5862,5883,5925,5960,5877,5922,5897,5892,5872,5875,5897,5947,5951,5927
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,1031,708,1043,362,518,423,648,870,782,672,639,672,597,490,655,359,361,353,665,404,358,392,734,424,407,456,651,677,506,781,596,422
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54578,54500,54106,54319,54215,54434,54239,54473,54292,54765,54399,54207,54683,54672,54484,54662,54329,54646,54453,54497,54735,54590,54464,54532,54667,54526,54469,54321,54427,54552,54619,54144
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,14432234,14434382,14434754,14429801,14426761,14424911,14427847,14430884,14429122,14429036,14428751,14429516,14428407,14428506,14426456,14422250,14423739,14422253,14427215,14424363,14424674,14422074,14428013,14425572,14423722,14423108,14428227,14424112,14426414,14424379,14428556,14422759
CPL_CYCLES.RING0,r015c:u,679,679,679,680,677,677,676,676,674,674,674,674,674,673,673,674,674,674,673,673,674,673,673,673,673,674,673,674,674,674,673,674
CPL_CYCLES.RING123,r025c:u,141380740,164806206,142244458,158451193,131600182,134151314,111492239,110679433,98705498,98988941,82203326,89935585,82564281,86752479,72482584,84366342,79078260,84779701,72633850,83697130,78804425,84876765,72654994,83565410,78505697,84773214,72829158,84628511,78422262,85272566,73926140,85950300
RS_EVENTS.EMPTY_CYCLES,r015e:u,679179,691699,686181,635206,630200,617395,633367,680182,639674,641139,637179,645584,650215,663398,619378,722201,699504,1086460,736096,2047670,975039,1701945,761406,1924238,884411,1667478,747523,1880429,984941,1678546,761142,1814709
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,1184564996,1407836914,1194003029,1298036973,1132300616,1144014557,675055702,840680508,745994287,744144651,541227345,693361610,532064615,619710355,381737936,545974730,626564045,523714571,494371519,519328110,509276580,530204010,428331576,514172871,460698154,550072401,459601255,532305049,553926134,580246207,451420293,616353513
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,870470163,854294425,942421779,1272366349,965271628,1002402094,835706928,866777580,769238838,745670172,631427429,735218679,650002550,709877125,607573400,640008758,631856005,689009259,542176342,608738719,616541064,683491211,564972102,686436641,636048587,664122244,480377588,682476434,616365272,612298101,574629962,691221135
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,88880220,35466967,192249787,98332162,149963450,69943361,70698014,70280947,158650076,90556336,37453781,72936254,84393232,56342425,26724404,37700961,52017384,54765540,43051100,42857150,76337213,73160452,49652795,36916524,37227237,54832729,22046517,81682354,35510245,43634842,82910275,46631647
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,539010078,630621770,442699733,685886729,481065718,551459733,452850649,450985178,388174654,421624092,341936860,333450370,309574878,255353667,249946714,311612648,292672920,337785332,269860801,278979243,324240934,354166135,231882554,350595840,282845402,345546726,227018731,308457306,318391231,365752212,270535680,407224455
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,122,120,123,120,121,121,121,121,120,120,121,122,122,120,120,123,120,121,120,121,122,120,121,120,121,121,122,122,120,122,121,121
IDQ.EMPTY,r0279:u,3631892,3632476,3628943,3599324,3580036,3572612,3579831,3608828,3588747,3588525,3596591,3600126,3584254,3594120,3581913,3546838,3549811,3557187,3586153,3598316,3551190,3552865,3579983,3554451,3543282,3558980,3591400,3601710,3584078,3605432,3599369,3558424
IDQ.MITE_UOPS,r0479:u,167614,173044,168313,162344,160889,154638,157486,166623,161382,157370,162424,161830,158192,158748,156985,146474,148333,148708,156219,162277,148281,148152,156482,151104,143070,152312,154236,159671,153160,163172,160579,151487
IDQ.DSB_UOPS,r0879:u,76664477,76682954,76702513,76671753,76636802,76606606,76620773,76655942,76636934,76623313,76639775,76630450,76617117,76626022,76616845,76588263,76584384,76599372,76634377,76591119,76603721,76585850,76619689,76585137,76593928,76595487,76633824,76619671,76607725,76699364,76633938,76586605
IDQ.MS_DSB_UOPS,r1079:u,1067315,1067106,1067393,1067032,1067396,1066974,1067283,1067184,1067433,1067335,1067380,1066996,1067023,1067425,1067321,1067228,1067269,1067420,1067377,1067102,1067240,1067383,1067116,1067185,1067300,1067394,1067254,1067386,1067142,1066998,1067330,1067263
IDQ.MS_MITE_UOPS,r2079:u,389915,399951,401278,387653,373220,360112,367414,385530,375374,371047,377745,371841,365373,370116,366723,354170,352605,356881,375017,356294,358814,351155,368278,355758,355615,353623,374534,368047,363980,379261,376703,354326
IDQ.MS_UOPS,r3079:u,1457230,1467057,1468672,1454685,1440615,1427087,1434696,1452714,1442807,1438382,1445125,1438836,1432396,1437542,1434044,1421398,1419873,1424301,1442394,1423396,1426054,1418538,1435394,1422944,1422915,1421017,1441787,1435433,1431122,1446259,1444034,1421589
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24845389,24849737,24849570,24841704,24831659,24827051,24832686,24841110,24833538,24835270,24833340,25379579,24829325,24835265,24830316,24822410,24824362,24828437,24829133,24822439,24827036,24822682,24834130,24824744,24824916,24825244,24834388,24830869,24827820,24830956,24832438,24823645
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,13966187,13970793,13969607,13963003,13953938,13949823,13954431,13961930,13955578,13956560,13954496,14449789,13951566,13956380,13953099,13945923,13947007,13950830,13952154,13945221,13949597,13945367,13956701,13947746,13947599,13948630,13956450,13952926,13950167,13953423,13954328,13946746
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,269144,271592,266795,259880,253785,247162,253967,264358,256094,257080,254801,252396,250738,256435,252978,244697,245507,251430,251724,243210,248925,242704,256978,247327,244868,247253,255843,252770,249029,254612,253936,245048
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,68598,69218,66696,64198,62517,58822,61894,66404,62754,63135,62583,61763,60192,63021,61426,58709,58542,61354,61292,57622,59858,57269,63517,59628,58191,59423,62720,61871,59613,62798,62165,58399
IDQ.MITE_ALL_UOPS,r3c79:u,78304066,78329169,78324776,78262673,78224277,78195394,78211126,78264450,78240849,78229598,78202687,78223483,78210368,78232677,78211325,78167070,78162436,78205568,78211703,78172177,78163430,78164188,78245538,78182207,78173697,78168190,78228258,78211652,78211719,78247118,78225237,78149792
ICACHE.MISSES,r0280:u,1438,1386,1380,1365,1280,1350,1344,1400,1417,1259,1419,1274,1353,1294,1360,1223,1311,1331,1244,1245,1300,1237,1313,1320,1285,1320,1244,1254,1285,1255,1363,1299
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,248,252,253,255,251,254,250,253,252,252,253,257,251,258,248,250,255,246,250,249,251,251,250,250,253,252,246,249,254,251,250,254
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,153,154,154,153,153,152,153,152,152,153,156,152,153,156,149,150,152,150,154,151,152,150,150,153,151,150,152,156,153,152,152,156
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,153,152,154,155,155,158,156,154,149,154,152,154,149,151,152,152,153,153,157,152,154,154,150,153,152,150,149,152,153,153,153,154
ITLB_MISSES.WALK_DURATION,r1085:u,6354,6212,6369,5983,6701,6044,6944,6421,6298,6528,6568,6344,5629,6296,6919,6226,7126,6103,6766,6295,6288,6418,5761,6667,5773,6206,6960,6782,6352,6485,5954,6595
ITLB_MISSES.STLB_HIT_4K,r2085:u,30,30,31,31,30,31,29,30,32,30,32,31,31,33,30,29,31,32,29,29,31,30,31,30,30,30,30,31,32,31,31,31
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,32,32,31,30,32,32,32,30,29,31,32,29,30,31,33,30,31,31,30,32,30,29,32,31,31,31,30,30,31,32,31,31
ILD_STALL.LCP,r0187:u,32,32,29,30,32,34,30,29,32,32,33,30,29,27,31,31,32,32,31,28,31,26,35,26,29,28,28,28,31,32,30,29
ILD_STALL.IQ_FULL,r0487:u,81937,103238,86066,101690,68252,81716,59104,71487,51065,66561,48232,61347,47397,57867,43613,55196,42344,53528,43197,52556,38546,55671,42368,52202,39168,51494,41459,54020,40369,55267,39821,52616
BR_INST_EXEC.COND.NOTAKEN,r4188:u,5023712,5023208,5023656,5023486,5023787,5023907,5023560,5023897,5023551,5023463,5023678,5023722,5023883,5024110,5023724,5023685,5023726,5023812,5023564,5023638,5023698,5023444,5023502,5023467,5023929,5023491,5023251,5023319,5023881,5023801,5023297,5024005
BR_INST_EXEC.COND.TAKEN,r8188:u,6086006,6085875,6086005,6085685,6084407,6083835,6084449,6085304,6084754,6084874,6084494,6084606,6084200,6084534,6084258,6083458,6083850,6083288,6084207,6083434,6083726,6083264,6084660,6083396,6083803,6083397,6084457,6083682,6084117,6083575,6084300,6083856
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2263,2206,2182,2349,2156,2262,2308,2190,2201,2160,2219,2295,2166,2383,2267,2224,2280,2310,2433,2165,2221,2166,2284,2159,2387,2160,2554,2167,2367,2169,2139,2259
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1050122,1050112,1050115,1050116,1050112,1050119,1050125,1050123,1050122,1050120,1050114,1050121,1050114,1050117,1050118,1050118,1050116,1050117,1050115,1050120,1050122,1050110,1050112,1050112,1050109,1050112,1050122,1050111,1050116,1050117,1050113,1050119
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3152855,3152885,3152910,3152896,3152943,3152903,3152943,3152924,3152907,3152914,3152892,3152910,3152920,3152904,3152904,3152921,3152934,3152925,3152874,3152892,3152908,3152907,3152895,3152903,3152916,3152899,3152944,3152889,3152913,3152911,3152892,3152919
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3151054,3151042,3151039,3151100,3151118,3151095,3151108,3151092,3151102,3151128,3151077,3151103,3151088,3151078,3151091,3151131,3151148,3151126,3151082,3151110,3151106,3151064,3151092,3151064,3151114,3151085,3151106,3151063,3151097,3151065,3151066,3151154
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,43,44,42,44,44,43,45,45,45,44,46,43,44,45,44,45,45,44,45,45,45,44,44,43,44,46,44,44,46,44,44,46
BR_INST_EXEC.ALL_BRANCHES,rff88:u,18466032,18465916,18465274,18465717,18464287,18464219,18464687,18465450,18465258,18465074,18465149,18464687,18464971,18464340,18464037,18463620,18463975,18463392,18465169,18464141,18463797,18462895,18464681,18463238,18463779,18463821,18464320,18463816,18464393,18463814,18464157,18463790
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1661,1670,1695,1692,1734,1730,1705,1705,1685,1688,1729,1702,1669,1695,1709,1664,1698,1702,1706,1717,1683,1625,1699,1711,1705,1671,1688,1705,1697,1686,1678,1663
BR_MISP_EXEC.COND.TAKEN,r8189:u,35196,35355,35407,35428,35488,35520,35330,35423,35298,35336,35464,35354,35284,35342,35493,35315,35377,35484,35301,35518,35348,35148,35447,35491,35544,35223,35447,35453,35491,35366,35386,35362
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,77,87,196,200,239,146,159,125,48,133,221,51,83,122,203,81,87,235,45,168,123,34,127,203,134,43,92,128,166,49,86,120
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,18,16,17,18,17,18,17,16,16,16,17,17,18,16,16,16,15,16,16,17,16,15,18,14,16,16,16,17,19,15,16,14
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,28,30,28,24,26,21,30,28,21,16,25,27,28,22,21,20,29,23,25,26,24,22,28,30,27,28,26,21,25,26,24,28
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37398,37438,37422,37084,37433,37117,37378,37312,37109,36914,37254,37300,37408,37144,37043,37117,37454,37131,37167,37329,37271,37211,37435,37363,37327,37510,37333,37070,37250,37284,37286,37359
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,45864762,46040196,46030602,45931191,45891107,45857391,45885452,45938836,45917431,45899596,45904330,45904084,45868460,45914862,45860979,45795787,45801318,45794940,45854875,45806077,45809587,45808336,45915927,45805489,45810832,45842934,45891014,45851158,45833167,45899915,45893392,45803578
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,25140407,25213479,24774842,24786457,25693410,25337224,25682978,25240389,25401994,25408587,25754984,25505242,25642738,25768072,25978420,26042823,26958816,26050109,26035405,26535878,27277563,25816352,26110905,26324124,27138420,25503225,26168658,26408086,26821672,26067982,26384272,26037381
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,28687846,28615006,29045696,29028418,28120315,28471552,28131261,28583495,28426220,28416520,28105161,28333160,28195670,28079109,27994879,29450976,28426239,28726893,28092562,28689328,29171597,28860694,28057014,28746204,29255986,28802082,28066357,29105824,28777887,29216279,28277868,29116327
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,33764116,33727599,33919466,33958536,33760622,33894039,33814020,34058744,34223604,34126042,34288152,34447946,34461588,34533068,35050978,34785714,34911401,34931312,35102449,34961245,35069291,34988594,35059117,35011404,35036409,34903983,35078862,34939337,35038669,35056119,35116387,34828794
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,38798216,38789634,38770569,38602386,38728493,38687778,38934441,38651489,38665963,38771744,38605389,38396972,38427505,38340412,37674654,38074762,37963437,37875930,37562780,37791614,37820600,37669035,37629506,37710033,37766934,37772634,37607877,37761555,37703156,37712478,37582026,38000796
