Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LD_BLOCKS.STORE_FORWARD,r0203:u,15,14,9,13,14,15,13,14,11,15,15,16,14,14,13,14,16,15,10,13,14,14,15,14,12,16,15,12,17,10,16,6
LD_BLOCKS.NO_SR,r0803:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISALIGN_MEM_REF.LOADS,r0105:u,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,5
MISALIGN_MEM_REF.STORES,r0205:u,14,13,14,14,14,13,13,13,15,13,13,13,13,12,14,12,12,13,13,12,13,13,14,13,13,13,13,13,14,14,13,14
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,12154921,12622061,13252984,8995108,2286082,93801,70172,68172,68136,68271,68684,68457,68731,69280,69275,68371,68601,68651,68187,68192,68329,68126,68226,68077,68277,68248,68440,68271,68491,68432,68400,68347
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,445,448,454,449,446,455,454,446,440,449,437,424,459,444,441,460,447,433,432,415,443,423,438,456,471,451,451,462,458,435,452,451
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,337,338,362,328,333,331,330,331,329,331,336,341,341,343,336,336,330,324,323,331,320,335,330,331,343,333,326,338,335,323,333,328
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,344,334,357,335,334,335,336,338,336,334,338,339,332,329,329,331,329,340,328,328,322,333,335,332,332,328,330,328,334,333,342,337
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,8923,8373,8858,8490,8822,8576,8721,8870,8807,8431,8601,8597,8971,8515,8383,8653,8650,8774,8022,8062,7832,8545,8457,8351,8219,8433,8422,8880,8928,8259,9010,8944
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,693,805,1122,717,617,963,1009,639,762,917,585,955,852,686,709,905,777,475,884,842,644,756,636,648,654,732,708,668,781,613,655,644
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,1,0,1,1,1,1,1,2,1,0,2,1,0,1,1,2,1,2,1,1,0,1,1,1,2,0,1,0,0,1,1,1
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,717,763,1231,791,472,765,613,459,976,640,1123,829,624,567,606,686,979,937,684,534,786,919,857,682,454,861,918,911,820,764,886,1085
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,201,225,211,212,215,232,214,199,226,221,222,218,198,221,211,234,226,226,216,223,205,234,225,181,218,219,212,220,213,189,214,231
INT_MISC.RECOVERY_CYCLES,r030d:u,222022,224012,223860,222617,223316,224142,223125,222744,223586,223078,223263,222962,222122,223625,222185,224169,223953,223805,222531,223395,221593,224866,223650,220513,223955,222931,222365,223192,222657,221713,223437,224083
UOPS_ISSUED.ANY,r010e:u,122625417,122638765,122636833,122632140,122634051,122638742,122632736,122633152,122633669,122629316,122632020,122630297,122628155,122634741,122626221,122635638,122637042,122634745,122627252,122631315,122623716,122638364,122632348,122620858,122635719,122630229,122627104,122630662,122629148,122625847,122633077,122634882
UOPS_ISSUED.FLAGS_MERGE,r100e:u,1050989,1051011,1050999,1050996,1050995,1050991,1051005,1050974,1050994,1050994,1050990,1051002,1050999,1050994,1051011,1050993,1050978,1051002,1050989,1050984,1050997,1050999,1050999,1050984,1050992,1050995,1051000,1050983,1050986,1050999,1050987,1051002
UOPS_ISSUED.SLOW_LEA,r200e:u,1052767,1052779,1052700,1052718,1052790,1052749,1052770,1052620,1052796,1052752,1052745,1052756,1052759,1052751,1052732,1052775,1052650,1052785,1052803,1052596,1052690,1052711,1052761,1052607,1052750,1052803,1052781,1052678,1052707,1052763,1052724,1052762
UOPS_ISSUED.SiNGLE_MUL,r400e:u,5246894,5247435,5246814,5247180,5247108,5247023,5247470,5247473,5247008,5246976,5246819,5247000,5246900,5246880,5247009,5246812,5246715,5246829,5246815,5246856,5246750,5246849,5246928,5246965,5247077,5246858,5247089,5246719,5246777,5247017,5246863,5246837
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,1911,1904,1912,1877,1818,1620,1868,1830,1876,1862,1853,1836,1829,1836,1810,1805,1811,1808,1804,1758,1643,1583,1785,1792,1792,1798,1822,1792,1805,1836,1847,1816
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,2219,2231,2630,1870,1083,1240,1156,1237,1199,1203,1208,1172,1178,1268,1161,1186,1180,1207,1225,1267,1529,1354,1253,1308,1222,1502,1249,1420,1270,1365,1267,1334
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,4401,4446,4828,4022,3152,3165,3280,3388,3347,3330,3368,3253,3294,3394,3238,3279,3266,3297,3309,3313,3520,3221,3342,3388,3301,3591,3322,3495,3335,3470,3368,3434
L2_RQSTS.RFO_HIT,r4224:u,95308,95048,95283,95002,95232,94863,94621,94850,94750,94704,94655,95006,94779,94613,94978,94557,95303,94655,94630,94558,94932,94650,94799,94829,94772,94864,95120,94909,94544,94768,94880,95180
L2_RQSTS.RFO_MISS,r2224:u,3077,3356,3231,3224,3042,3173,3333,3238,3269,3189,3280,3105,3168,3336,3164,3325,2995,3320,3211,3414,3069,3161,3122,3181,3085,3080,3120,3088,3345,3311,3099,3106
L2_RQSTS.ALL_RFO,re224:u,98642,98683,98739,98371,98487,98285,98116,98157,98175,98101,98070,98474,98457,98224,98352,98180,98299,98043,98089,98134,98057,98160,98145,98070,98220,98141,98486,98055,98152,98494,98095,98383
L2_RQSTS.CODE_RD_HIT,r4424:u,679,713,764,658,662,737,734,705,686,666,686,609,706,685,699,757,642,738,689,651,653,716,680,694,655,661,657,689,594,614,681,638
L2_RQSTS.CODE_RD_MISS,r2424:u,1534,1549,1533,1511,1501,1520,1558,1502,1536,1496,1520,1453,1483,1533,1538,1534,1506,1538,1536,1483,1411,1502,1517,1540,1496,1520,1424,1503,1400,1458,1523,1484
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,6546,6854,6851,6570,6386,6431,6430,6345,6638,6436,6378,6301,6227,6639,6476,6704,6435,6595,6398,6339,6245,6160,6665,6532,6471,6491,6247,6338,6398,6300,6583,6314
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,105345,105239,105538,104696,103734,103429,103806,103581,103689,103632,103677,103802,103666,103590,103959,103724,103666,103628,103507,103475,103843,103496,103760,103752,103620,103999,103940,103811,103502,103614,103784,104215
L2_RQSTS.ALL_CODE_RD,re424:u,2249,2146,2209,2231,2244,2234,2224,2182,2209,2142,2250,2096,2274,2290,2261,2366,2254,2184,2186,2016,2230,2174,2228,2213,2247,2212,2092,2206,2093,2059,2244,2254
L2_RQSTS.L2_PF_HIT,r5024:u,3664,3694,3928,3863,3695,3728,3806,3748,3735,3764,3709,3521,3802,3806,3584,3806,3728,3671,3695,3664,3625,3662,3566,3562,3561,3605,3546,3571,3658,3617,3598,3529
L2_RQSTS.L2_PF_MISS,r3024:u,160904,160875,160600,160901,160846,160817,161161,160892,161013,160836,160809,160877,160780,160868,160882,160608,161015,161134,160799,160840,160928,161031,161169,161085,161185,160941,160967,160963,160985,161423,161080,161231
L2_RQSTS.ALL_PF,rf824:u,229158,229432,228387,229862,231210,230840,230783,230679,230677,230349,230535,230496,230425,230632,230202,230356,230386,230549,230494,230351,230468,230724,230296,230630,230388,230220,230170,230227,230828,230316,230364,230336
L2_RQSTS.MISS,r3f24:u,168800,169112,169223,168966,169498,169326,169150,169526,169413,169094,169234,168868,169262,169417,168675,168933,169023,169147,169092,168887,169128,169167,169206,169112,169201,169123,168914,169034,169301,169044,169208,168858
L2_RQSTS.REFERENCES,rff24:u,334438,334698,334022,334539,334974,334616,334257,334554,334353,333841,334230,334381,334172,334390,333971,334151,333906,334117,334336,333676,334188,334324,334046,334257,334038,334124,334074,333978,334598,333878,334159,334451
L2_DEMAND_RQSTS.WB_HIT,r5027:u,98087,97991,97921,97960,98054,98131,98122,98197,98104,98143,98070,98154,98038,98088,98093,97937,97996,98009,97584,97980,97984,98084,98078,98225,98088,98118,98071,98170,98168,97708,98071,98073
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,8259,8735,9480,8396,9319,9045,9018,8871,9049,9290,9498,8199,8467,9100,8328,9026,8511,8923,8978,8401,8873,9008,8730,8837,8895,8736,8805,8868,8676,8881,9100,9056
LONGEST_LAT_CACHE.MISS,cache-misses:u,2691,4043,4147,2574,4284,3510,3911,3714,3686,3920,4098,2562,3185,3599,2833,4076,3238,3417,2668,3172,3564,3722,3566,3773,3907,3937,3732,3988,3585,3689,3563,4097
