Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LD_BLOCKS.STORE_FORWARD,r0203:u,8,9,16,15,15,16,13,14,15,18,14,14,8,17,14,14,16,16,14,15,16,14,16,18,3,14,16,13,16,13,16,15
LD_BLOCKS.NO_SR,r0803:u,56,261,149,246,343,377,298,117,500,160,502,506,789,107,258,599,175,79,140,235,124,192,151,106,29,372,129,137,208,144,113,124
MISALIGN_MEM_REF.LOADS,r0105:u,131396,131393,131390,131467,131400,131392,131388,131404,131390,131390,131393,131249,131245,131242,131242,131388,131385,131386,131389,131384,131385,131387,131389,131387,131391,131388,131397,131237,131234,131242,131248,131385
MISALIGN_MEM_REF.STORES,r0205:u,14,394186,14,394172,12,394155,13,394210,13,394192,13,394175,13,394157,13,394162,13,394156,13,394151,14,394155,12,394167,14,394156,13,394150,13,394152,12,394151
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,9154071,13315560,12654946,14240184,10024302,9917625,6727938,6415400,4300224,3873391,1461258,2375257,1391633,1301532,58476,522756,161062,73342,12540,12548,12506,12527,12505,12510,12508,12512,12521,12524,12514,12528,12532,12516
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,453,426,455,444,424,446,417,446,442,449,451,450,468,403,462,451,442,442,440,427,453,443,465,452,416,442,436,434,448,456,436,433
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,332,331,330,328,316,324,320,327,319,329,332,337,343,321,340,337,336,340,320,325,334,340,340,345,341,327,320,324,330,340,317,333
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,336,337,328,330,329,320,327,329,323,328,338,340,334,324,342,338,322,343,318,328,319,333,338,342,343,328,323,332,333,350,326,337
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,8470,8368,8189,8580,8033,7657,8295,8330,7913,8206,8577,9031,8274,8037,8924,8958,7572,9130,8059,8044,7772,8767,8930,8795,9171,8045,8171,8119,8468,9181,8283,8222
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,792,553,784,631,493,649,620,606,680,647,474,671,1002,731,583,592,790,843,731,623,678,821,745,729,642,926,517,635,757,1322,906,736
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0,1,1,0,2,1,0,1,2,1,0,0,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,774,574,1304,593,618,740,538,913,620,555,728,626,1208,665,753,769,935,852,550,745,705,667,520,947,837,649,504,827,758,702,835,676
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,219,179,225,220,180,221,208,214,216,197,225,226,199,201,217,195,222,220,207,225,198,231,207,225,202,225,220,210,206,216,207,190
