Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.165054235325,4846181,5841513,11371024,-1098166,14023540,4621794,-829724,1412060,6843887,1219454,-172235,2143448,2334462,9901268,5663341,13770291,7336690,7568961,5499677,4328244,5682237,861046,5948268,8655179,6082158,8978963,7170502,1077233,11375405,2733311,2730749,5347107
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.245772035292,54170565,59889125,65676904,44426821,65724206,52616080,67154357,54355900,55800346,58684821,55681114,54709797,50653982,56264293,50972858,50187560,47310308,53803766,61527487,47069762,52685700,47207679,67150337,65156671,55261867,34244972,54138665,48636094,60790869,38534246,50479746,50056840
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0.0146133404886,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1
IDQ.EMPTY,r0279:u,-0.00290621523186,14995,21322,11311,3455,7061,1719,9360,10278,14493,24134,14874,5537,11430,8978,13662,27481,10903,10155,11267,8519,10827,8683,15914,14162,11311,12693,13096,13205,14746,12220,9872,13883
IDQ.MITE_UOPS,r0479:u,-0.168090488791,4370,6109,2696,1076,1634,359,3894,7386,10225,13843,4183,2365,3973,3373,19666,31575,25540,2393,4700,30189,5643,2794,6174,5922,2586,3168,3327,8554,5587,-15310,2103,3471
IDQ.DSB_UOPS,r0879:u,-0.192191592431,25312,20041,21072,7410,10428,9669,13991,21968,19197,21237,46839,9863,12985,15872,161693,93861,13488,16249,196719,4757,150477,7257,98700,50496,13984,17959,16530,15248,23042,15936,16170,30177
IDQ.MS_DSB_UOPS,r1079:u,-0.130715653185,21,-31,8,-108,-66,-158,66,-20,-65,-16,353,-348,22,33,-47,80,28,61,-24,23,7,16,-26,151,-5,-28,-32,-23,164,6,29,-36
IDQ.MS_MITE_UOPS,r2079:u,-0.109359464998,11232,6634,5761,2541,3421,2140,5897,7188,7074,9354,18738,2611,5698,7147,6301,12439,5875,6805,5032,2404,5880,3186,3507,11726,6219,8395,6903,6582,11648,6528,7858,6444
IDQ.MS_UOPS,r3079:u,-0.110777226968,11253,6603,5770,2434,3355,1983,5963,7169,7009,9338,19091,2263,5720,7181,6255,12520,5904,6866,5009,2427,5888,3203,3481,11877,6214,8368,6872,6559,11812,6535,7887,6409
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,-0.180488290171,12602,4053,4223,2971,2793,3480,17399,8201,17916,8379,6331,3056,3553,3475,4632,8277,37097,5735,24611,18540,5189,17199,2471,4522,3422,4980,12292,4375,6572,3545,4410,4348
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,-0.179532539539,10580,3349,3421,2478,2289,2781,14795,6741,15096,6919,5047,2751,2893,2819,3814,6630,30579,4690,20504,15416,4308,14490,2003,3620,2836,4104,10305,3543,5393,2890,3604,3549
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,-0.1826859089,8861,4052,4037,2422,2211,2831,9697,5397,10192,6107,5976,2969,3632,3335,3993,7158,19856,5257,14862,10172,4297,9131,2533,4061,4025,4110,8918,3722,7079,3044,3904,3735
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,-0.189696078083,2803,1239,1183,694,670,793,3101,1673,3197,1895,1793,972,1113,975,1181,2248,5865,1682,4728,3141,1322,2923,766,1218,1282,1249,2887,1060,2383,886,1149,1133
IDQ.MITE_ALL_UOPS,r3c79:u,-0.0927256781522,20811,73640,25498,18707,15295,48363,18623,42599,55773,28846,26776,13475,34946,23227,25778,30329,22508,28250,34076,16622,39497,169495,75097,27676,34408,32700,32274,27437,47240,116185,104377,32229
ICACHE.MISSES,r0280:u,-0.0292677761399,2,8,1,11,3,1,-7,17,3,11,5,9,-3,1,2,8,13,-16,13,10,9,6,-5,-2,6,4,4,20,10,5,9,11
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,0.155292499731,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,2,1,1,1,1,0,1,0,1,0,0,-1,1,1
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,0.180001582454,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,0.0480470755393,0,0,1,0,0,1,1,0,-1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_DURATION,r1085:u,0.40735575558,94,309,174,166,172,151,182,124,75,194,171,162,83,126,98,120,144,261,75,149,157,187,73,161,127,160,100,120,91,147,75,82
ITLB_MISSES.STLB_HIT_4K,r2085:u,0.192868609748,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,0,-1
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,0.074269188466,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,-1
ILD_STALL.LCP,r0187:u,-0.163825583404,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,-1,-1,0
ILD_STALL.IQ_FULL,r0487:u,-0.0715138220192,3101,2663,1680,1296,1024,5211,11722,1879,1540,1433,1417,18181,5442,1536,1470,1633,1680,3093,1667,6454,1831,6456,40154,3991,2022,6,4460,-29717,2609,1631,11599,1726
BR_INST_EXEC.COND.NOTAKEN,r4188:u,0.771368154502,968123,942324,925626,958296,938830,915434,904705,901560,913158,913176,914360,905790,902863,900581,909290,903241,916351,905718,907935,904164,906032,914705,911535,910683,899161,903032,900279,901646,902776,901510,902125,893409
BR_INST_EXEC.COND.TAKEN,r8188:u,0.287930777685,5244789,5245138,5244837,5244428,5244110,5243691,5244081,5244646,5244839,5244902,5244769,5244474,5244113,5244414,5244524,5244747,5243860,5244918,5244132,5243068,5244136,5243267,5243540,5244697,5244449,5244334,5244529,5244639,5244523,5244470,5244597,5244844
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,0.127113945806,-2,11,-5,1,12,10,5,-10,-11,9,1,2,21,5,-2,-12,-12,8,-12,-6,7,-9,-11,-8,-1,6,-6,-1,8,6,-4,7
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,-0.233492657776,-4,0,0,-22,-2,1,1,1,0,-1,1,0,0,-1,-2,1,-25,12,1,2,3,1,-2,0,2,2,1,-3,-2,0,2,1
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,-0.281205871937,2,5,9,-123,3,10,6,2,13,7,0,-4,3,-10,-6,-3,-8,2,10,5,11,7,11,-2,5,7,8,2,3,0,0,-3
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,-0.315667407437,5,6,2,-95,3,21,2,4,2,3,6,11,5,-2,0,2,-4,-2,13,8,14,7,0,1,3,15,7,1,0,5,3,-4
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,-0.0488414663739,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.714614294598,6214641,6181995,6165416,6207424,6187034,6156568,6143089,6145080,6151581,6167732,6163174,6153755,6145504,6140062,6150789,6144707,6159820,6156912,6151522,6142811,6155570,6156259,6142236,6150612,6150947,6153146,6149810,6148229,6144677,6144573,6146816,6141705
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,-0.0294512712844,3,8,3,5,1,6,2,11,1,8,3,3,4,6,0,7,5,7,7,7,5,1,6,0,8,15,6,5,3,3,2,-1
BR_MISP_EXEC.COND.TAKEN,r8189:u,0.227409731171,-11,17,10,8,-4,3,-24,23,-18,16,3,-8,-2,14,-13,0,6,0,-1,2,-2,-19,-7,-26,24,20,3,14,-16,-22,-7,-26
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,-0.0483443165527,0,-17,0,15,-2,-13,17,12,-16,0,0,-2,-8,-3,-1,0,1,-1,13,-4,3,8,-12,-8,8,-3,1,2,-4,2,-19,-5
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,0.260169918531,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.0541784810383,-1,1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.178821403028,-18,67,-3,7,-16,8,29,-17,10,53,28,-20,-13,-21,19,20,-11,41,-1,6,-16,-10,-22,5,-18,17,6,18,-15,-38,-1,-29
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,-0.062476428556,25171,66285,23280,17442,27947,21460,19148,35973,36058,33174,37522,9433,31051,35928,33817,33173,27577,73020,29420,9415,61115,87410,69148,23018,26344,30767,31759,31983,43837,25754,33332,59366
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,0.384752639544,6285990,6648367,7488118,6793641,6225166,6567330,6604727,6676539,6644304,6595047,6572507,6657150,6631894,6615719,6642991,6635062,6608109,6635254,6597100,6609986,6632201,6598077,6625734,6630140,6660254,6633663,6608071,6688403,6625861,6684567,6605069,6690305
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,-0.476538795943,5280157,5263144,5264469,5426097,5560143,5464840,5403381,5386762,5393721,5402488,5408363,5389092,5395356,5397735,5391814,5392970,5400689,5394008,5403823,5396658,5393928,5402977,5398243,5395979,5389727,5394808,5401265,5383255,5395366,5382784,5401831,5382632
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.503767418729,5619463,5681607,5662791,5589448,5615927,5667103,5709626,5680874,5672998,5680040,5706535,5671649,5683948,5692988,5669489,5701207,5683974,5695558,5705109,5688920,5684480,5722537,5707686,5682503,5666101,5690778,5703617,5647914,5678654,5664709,5707778,5643336
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.512398810278,5919474,5859047,5875487,5947519,5920982,5870059,5827949,5858020,5865893,5858760,5831925,5865913,5853793,5844925,5868816,5836333,5854331,5841779,5832100,5845808,5853991,5813519,5831090,5855023,5871751,5846817,5833911,5889770,5858957,5872978,5830556,5895325
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,-0.179877868433,1048972,1048721,1048717,1048149,1048639,1048667,1048752,1048845,1048698,1048781,1048765,1048752,1048794,1048330,1048645,1048694,1048683,1048978,1048798,1048663,1048679,1048700,1048741,1048738,1048771,1048742,1048686,1048723,1048818,1048726,1048797,1048742
