Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
UOPS_ISSUED.SLOW_LEA,r200e:u,0.387731015569,-2,0,0,19,15,-3,-5,5,8,-3,3,-5,3,8,-5,3,1,-4,-9,3,7,-5,-6,-5,1,-5,-7,-8,8,0,-3,-6
UOPS_ISSUED.SiNGLE_MUL,r400e:u,0.734971517372,1312195,1312346,1312258,1311872,1311598,1311703,1311500,1311815,1311630,1311543,1311525,1311531,1311473,1311500,1311548,1310943,1311088,1311156,1311544,1311024,1311079,1310911,1311490,1311124,1311082,1311017,1311655,1311102,1311266,1311063,1311518,1310951
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,0.184929149359,1043,1037,1070,1064,987,993,983,991,902,871,907,1032,1026,923,1042,1037,1035,1031,1040,1030,1035,1027,1034,1027,1033,1031,983,992,567,569,966,1033
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,-0.341317537714,165,143,166,177,52,122,25,37,46,139,168,77,193,204,618,221,244,217,1208,204,189,217,1992,593,343,429,2410,360,192,244,4847,194
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,-0.319425257456,1190,1158,1220,1232,1040,1124,1012,1031,947,1013,1076,1111,1224,1127,1669,1259,1277,1251,2254,1238,1223,1248,3035,1627,1376,1458,3392,1349,783,813,5823,1226
L2_RQSTS.RFO_HIT,r4224:u,0.523721384619,63857,64254,63868,64234,63950,64271,63793,64340,63978,64300,63460,63899,63475,64214,62425,63781,63743,63750,63285,63909,64030,63934,63039,63978,63884,63926,63008,63964,63923,63685,63282,63942
L2_RQSTS.RFO_MISS,r2224:u,-0.257040974946,1245,1238,1305,1258,1203,1210,1190,1176,1166,1161,1260,1401,1347,1193,1672,1270,1247,1301,1629,1162,1188,1179,1460,1123,1197,1150,1455,1179,1131,1302,1407,1156
L2_RQSTS.ALL_RFO,re224:u,0.535944972409,65111,65512,65163,65503,65035,65478,65064,65528,65143,65476,64642,65336,64867,65355,64457,64978,65000,65290,64244,65067,65284,64929,64095,65226,65016,65122,64364,65251,65244,64980,64103,65237
L2_RQSTS.CODE_RD_HIT,r4424:u,0.0709937900621,2,1,4,-1,1,-5,4,-6,0,-11,-1,4,-7,-2,-4,9,-4,2,-9,1,-1,0,3,0,-1,-6,8,7,-13,10,0,-2
L2_RQSTS.CODE_RD_MISS,r2424:u,0.158228260724,9,3,11,7,10,5,10,0,5,9,7,9,5,0,8,15,2,6,2,6,2,5,9,3,0,8,12,5,3,-1,6,4
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,-0.115720286123,2277,2325,2343,2292,2196,2230,2189,2140,2060,2040,2256,2352,2386,2167,2593,2275,2341,2238,2612,2285,2181,2296,2612,2202,2283,2226,2370,2170,1823,1773,2638,2152
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,-0.160153476279,66338,66698,66224,66730,66177,66600,66022,66557,66174,66473,65664,66448,66166,66477,66140,66360,66236,66565,66775,66340,66198,66442,67840,66800,66499,66571,67932,66474,65847,65822,70107,66280
L2_RQSTS.ALL_CODE_RD,re424:u,0.0581927416864,20,7,3,3,0,-5,-1,10,20,-1,12,36,-2,-7,10,7,11,11,3,10,-2,-3,2,-2,0,2,7,5,-6,17,-3,-7
L2_RQSTS.L2_PF_HIT,r5024:u,-0.318302161172,2145,2348,2270,2231,2207,2118,2194,2230,2159,2148,2300,2279,2271,2259,2750,2199,2319,2174,2665,2151,2286,2131,2516,2098,2234,2148,2522,2180,2227,2329,2576,2145
L2_RQSTS.L2_PF_MISS,r3024:u,-0.931030233423,128717,128477,128713,128680,128716,128736,128815,128817,128852,128845,128949,128845,128924,128897,129044,128951,129008,128860,129058,128939,128995,128864,129012,128892,128947,128845,128978,128914,129017,129007,129000,128930
L2_RQSTS.ALL_PF,rf824:u,0.181722343739,195180,195407,195325,195225,195435,195355,195494,195501,195525,195503,195875,195519,195734,195564,195551,195425,195460,195299,194919,195412,195483,195334,194193,194958,195504,195263,193821,195253,195862,196003,191604,195288
L2_RQSTS.MISS,r3f24:u,-0.471600210283,131236,131329,131338,131236,131171,131181,131214,131195,131179,131218,131971,131469,131751,131382,132176,131345,131424,131188,132425,131405,131402,131265,131943,131209,131593,131299,132466,131270,131209,131551,132392,131108
L2_RQSTS.REFERENCES,rff24:u,0.105828713064,261465,262121,261567,261968,261483,261948,261575,262056,261589,262000,261509,261937,261676,262111,261619,261667,261782,261750,261737,261819,261874,261844,261563,261724,261855,261822,261848,261809,261862,261704,261767,261713
L2_DEMAND_RQSTS.WB_HIT,r5027:u,-0.183414955783,65496,65457,65449,65384,65395,65356,65360,65509,65493,65499,65451,65390,65389,65403,65429,65490,65462,65480,65466,65465,65490,65491,65450,65468,65476,65423,65478,65480,65319,65454,65437,65490
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,-0.516127516,2914,2609,2977,2591,2761,2480,3028,2445,2894,2393,3704,2833,3200,2820,4542,2920,3003,2608,4183,2962,3222,2875,4393,2842,2730,2883,3654,2971,3342,3512,4381,2689
LONGEST_LAT_CACHE.MISS,cache-misses:u,-0.393393528351,1453,1266,1467,711,1054,874,1211,693,1167,685,1611,868,1229,797,1809,1347,1187,1054,1669,1272,1375,1183,1873,1224,1273,1256,1413,1323,1426,1377,1812,1092
CPU_CLK_UNHALTED.THREAD_P,cycles:u,1.0,10109222,12293614,10224562,11671489,9248002,9506007,7429177,7345321,6257473,6286720,4765064,5472487,4796707,5187624,3876633,4964889,4493147,5018626,3900857,4894831,4459120,5004898,3878215,4872481,4431641,5005102,3899729,4987849,4418286,5083551,4005508,5118366
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,0.999991472113,259403,315648,262673,299959,237612,244376,191154,188626,160580,161400,123018,140420,123504,133535,99926,127654,115833,129669,100408,125991,114800,128792,99791,125462,114039,128421,100560,128308,113223,131080,102916,132334
L1D_PEND_MISS.PENDING,r0148:u,-0.410768256723,5150,7944,11067,7541,12204,4943,7615,7738,8361,8287,10775,5713,9715,13315,16886,9718,10574,10895,39914,9682,11487,9186,29306,12195,14947,11175,33859,10903,11042,11090,62481,13022
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,0.394882379813,2,2,3,2,4,1,1,0,0,0,1,1,5,3,2,-1,1,2,0,0,-1,1,-1,-2,1,0,1,0,0,0,1,1
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,0.370100127695,2,2,2,2,4,1,1,0,0,1,1,1,4,3,2,0,1,3,0,0,0,2,-1,-1,1,0,1,0,0,0,1,1
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0.244088975778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.313554001301,2,3,0,0,6,1,3,1,0,2,2,3,0,2,-1,0,0,1,0,0,1,3,0,4,-1,1,0,-1,0,1,0,4
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,-0.117924170337,22,77,242,300,167,283,159,185,56,194,329,374,230,196,192,334,349,289,198,117,31,298,183,215,86,282,132,256,267,19,164,243
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,-0.553189969322,341,320,568,627,364,366,672,639,449,475,847,899,478,468,943,934,624,456,1014,1106,613,473,963,1127,663,436,917,1097,684,485,998,943
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,-0.54532554295,328,338,567,638,364,366,681,643,461,459,864,902,478,454,936,939,607,452,1005,1103,622,482,960,1123,653,448,927,1096,681,480,1002,937
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,0.086206000697,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-1,0
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,-0.272890288792,494,159,897,135,846,125,1093,1875,2928,2146,2508,1621,1351,2182,3208,2251,2370,1644,104495,1976,1512,1700,51621,1568,1695,1696,20811,1287,1852,956,2382,1367
L1D.REPLACEMENT,r0151:u,-0.41482279177,131105,131092,131092,131138,131106,131111,131089,131117,131088,131097,131105,131098,131096,131124,131139,131128,131132,131133,131257,131120,131127,131137,131157,131105,131095,131167,131162,131151,131236,131114,131273,131123
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,0.158640917062,2,4,0,1,-6,4,-4,-3,-5,1,-5,-1,10,5,-3,8,-3,3,-9,-3,0,0,-5,3,-2,-1,-6,-3,-1,0,7,-1
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,0.305120887791,86,54,87,20,35,26,49,70,61,51,48,51,43,32,49,20,20,19,50,24,20,23,57,26,24,29,48,51,34,61,43,26
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,0.0435432163948,12,36,-36,78,-36,16,-8,17,-14,18,-24,-12,112,104,6,50,-8,33,-24,-6,40,-13,-22,26,33,-4,1,-11,-5,-9,66,-12
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.629000530193,1311965,1312212,1312208,1311675,1311359,1311199,1311482,1311755,1311583,1311579,1311543,1311625,1311507,1311517,1311318,1310903,1311048,1310903,1311393,1311114,1311146,1310885,1311473,1311237,1311048,1310988,1311496,1311088,1311316,1311115,1311522,1310956
CPL_CYCLES.RING0,r015c:u,0.429983647613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPL_CYCLES.RING123,r025c:u,0.999983687068,10138034,12274625,10219217,11709110,9260278,9487871,7428847,7361051,6269334,6298672,4761343,5478403,4805881,5186933,3879615,4961908,4485032,5004555,3893447,4902734,4458166,5014400,3896861,4889483,4429443,5002704,3909340,4988609,4417077,5053039,4011652,5105911
RS_EVENTS.EMPTY_CYCLES,r015e:u,-0.307629426539,12325,14141,12813,7122,8457,6119,10351,13397,8987,10402,7835,9784,10031,10958,8211,16195,13256,49783,17275,137477,37858,105506,19815,125407,28369,100245,18251,122394,37149,104590,19267,114064
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.975339211541,102913875,120711656,97925614,105243515,94060546,98020793,52366058,67122354,57167982,47485321,45686168,57327385,39287050,47799787,25797104,41216293,46495065,41764320,37136624,38385047,36492227,37889676,29806718,37680636,31825487,37534189,27157759,36742008,42864185,40597329,32963326,47872903
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,0.867168772281,52259920,48808831,59402856,91055846,62211101,64772059,49550982,54186305,44970525,43796093,32612664,42496006,34415182,40248283,30773103,32920951,33527525,38511123,24105308,30153912,30793952,38393797,27326594,36486639,36142938,35683323,18420952,37201503,31972537,30489912,27760599,38024258
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.324042522628,6256810,2619749,16152813,-28890,6571241,4422176,4143767,5000730,11480837,2591571,325960,6834074,2749251,4472689,-3393192,2585128,4060958,3559767,3451107,58882,6446039,6530205,4209899,2483842,1070026,-1404626,-2302113,-1100303,-281093,3965351,7511961,1939520
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.899882075686,44787084,42116353,29865335,57149511,38058641,43000578,34181794,31333501,27585889,33485236,24660331,23353543,16284281,16410860,17062515,20939814,17214558,22730682,16318084,19914815,22398760,21531842,13320201,23073641,16039819,26756459,11730686,19228847,22337867,25310819,17593918,29191907
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0.0413956326872,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,0,0,-1,0,-1,0
IDQ.EMPTY,r0279:u,0.458537241681,13005,12028,12595,10185,9081,6509,9613,11165,10088,9699,9556,9299,9109,8651,9804,3852,4361,5271,7898,11211,6509,4326,7545,6239,3749,5558,10473,11395,9404,9838,9212,7365
IDQ.MITE_UOPS,r0479:u,0.539086674878,3420,3922,3631,3041,3156,2329,2622,3472,2993,2625,3149,2972,2876,2999,2809,1643,1651,1527,2438,3243,1629,1356,2527,1576,1326,2142,2235,3316,1949,3159,2816,1854
IDQ.DSB_UOPS,r0879:u,0.577935314048,11947,13949,15681,13421,10590,6346,8838,11302,9931,8633,9982,8845,7586,8464,9400,5423,4761,6298,9501,5454,6441,4464,8802,5153,5701,5677,9882,9018,7228,15355,9648,6286
IDQ.MS_DSB_UOPS,r1079:u,0.18836908009,15,-13,21,-10,50,-34,-29,-44,12,-14,-14,-49,-13,-2,1,-24,20,5,7,8,-50,-4,-78,11,-26,-1,-10,15,-46,-58,-3,18
IDQ.MS_MITE_UOPS,r2079:u,0.649997578245,5537,6469,6717,5434,3994,2602,3161,5078,4348,3764,4526,3735,3110,3629,3262,2121,2055,2480,4386,2510,2505,1758,2538,2331,2265,2019,4089,3318,2983,4595,4313,2134
IDQ.MS_UOPS,r3079:u,0.65237836336,5552,6456,6739,5424,4044,2569,3132,5034,4361,3751,4512,3686,3098,3627,3264,2097,2075,2485,4394,2519,2455,1755,2461,2342,2240,2019,4079,3334,2937,4538,4310,2152
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,0.00269108753577,3564,3732,3615,2999,2124,1533,2181,2979,2174,2684,2300,56982,1995,2436,2458,1123,1418,1844,1854,1248,1857,1080,2586,1346,1430,1508,2520,2453,1749,1993,2301,1340
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,0.00414538777399,3192,3421,3205,2723,1911,1410,1899,2589,1942,2328,1962,51521,1737,2129,2151,1001,1248,1621,1730,1111,1566,958,2342,1190,1227,1427,2244,2106,1466,1835,2034,1169
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,0.62388513792,3784,3805,3372,2792,2130,1441,2222,3109,2229,2647,2163,2057,1992,2319,2249,1173,1352,1897,2034,1223,1667,1053,2423,1367,1335,1349,2353,2315,1616,2268,2313,1284
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,0.639622447331,1644,1600,1421,1212,995,633,941,1351,967,1074,978,909,801,1024,901,602,622,862,911,566,716,496,1050,690,582,616,1011,956,685,1028,1012,592
IDQ.MITE_ALL_UOPS,r3c79:u,0.62350007118,23970,24340,24842,19060,15640,11921,13514,19599,16990,15574,13380,17147,13782,15523,13550,10429,8988,13703,13359,11237,9074,9722,18955,11256,10154,9584,15278,14437,14334,18613,17162,7691
ICACHE.MISSES,r0280:u,0.369646173336,30,24,25,23,29,9,13,22,36,17,22,7,34,1,11,-2,11,14,-4,4,28,2,5,16,11,11,19,21,27,6,16,29
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,-0.106587295896,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,0.0934326898017,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,0.163893706585,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_DURATION,r1085:u,-0.164381558651,140,79,76,72,131,101,168,126,92,137,138,89,58,85,167,97,201,88,158,95,118,98,38,115,59,60,204,173,168,93,61,147
ITLB_MISSES.STLB_HIT_4K,r2085:u,-0.0329715093797,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,0
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,-0.135537440718,0,0,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0
ILD_STALL.LCP,r0187:u,0.0461653651601,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
ILD_STALL.IQ_FULL,r0487:u,0.896985111739,1434,2356,1999,2056,1677,1218,1625,1491,1017,1321,609,918,600,497,527,551,668,383,630,407,866,838,724,423,553,468,960,741,762,871,604,1077
BR_INST_EXEC.COND.NOTAKEN,r4188:u,-0.253541593733,13,-41,-26,-55,29,33,6,3,19,-55,-7,38,11,43,-15,40,88,43,-13,-7,38,0,-22,-44,10,5,-20,2,34,-3,-21,29
BR_INST_EXEC.COND.TAKEN,r8188:u,0.727125684154,262466,262457,262453,262424,262289,262237,262297,262373,262325,262334,262306,262303,262266,262294,262273,262201,262218,262172,262261,262194,262228,262174,262304,262188,262226,262184,262300,262214,262268,262202,262273,262238
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,-0.181165252772,13,-23,-1,-2,-10,3,8,1,-5,-20,9,6,0,21,7,8,-12,0,5,1,-5,-22,6,-5,11,-10,31,-19,25,-32,-16,15
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,0.0735591550524,1,0,-1,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,1,-3,0,-2,0,0,-1,0,0,-1,-1,1,-1,1,-1,-1,0
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,-0.289960973347,-4,-2,-3,3,-3,3,11,2,1,-2,0,5,5,4,3,5,4,6,1,-4,0,2,1,-4,6,0,9,3,4,-1,0,3
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,-0.317203533988,-2,-5,-10,4,-2,0,8,-2,6,3,4,2,1,4,2,10,4,1,1,2,1,-6,1,-7,7,0,1,0,3,-3,0,8
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,-0.29646045866,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.619750745958,262476,262425,262371,262482,262287,262271,262363,262400,262395,262370,262372,262304,262315,262286,262245,262247,262231,262127,262319,262247,262272,262105,262324,262137,262231,262241,262298,262225,262303,262247,262254,262276
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,-0.0538049764335,1,2,0,1,5,3,1,5,1,1,3,4,-1,1,14,-4,-1,3,1,1,6,-4,2,3,3,5,5,3,-1,-2,2,-3
BR_MISP_EXEC.COND.TAKEN,r8189:u,-0.0516162482367,-8,9,-6,1,3,2,-13,5,-9,-7,2,0,-13,-10,44,-23,-11,4,-21,0,18,-17,5,7,8,-4,13,8,8,-19,7,-19
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,0.164420113061,-1,-7,-1,7,-2,3,6,6,-8,0,-9,-4,-16,-5,14,-5,-16,14,-16,10,8,-13,-15,7,3,-4,-3,1,-8,-21,3,-3
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,-0.293304415874,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.335609778882,2,1,1,-1,0,-1,1,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,0
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.350266859927,70,41,74,-24,17,2,50,10,-30,-21,-21,22,12,-9,-31,-24,30,-21,-31,8,-11,-15,11,16,6,34,27,4,-2,16,42,32
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,0.643434926575,802343,820950,817800,811743,804412,807980,804409,811502,809062,809344,805147,805385,801726,805939,801400,794590,794859,797958,800366,795798,803901,797255,805891,802318,803547,799542,810869,802484,797944,804534,803758,803205
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,-0.713685351565,1106602,1113001,1073090,1074139,1156535,1124256,1155513,1115162,1129976,1130242,1161840,1139035,1151599,1163023,1182247,1187777,1272590,1188732,1187694,1233012,1301963,1166666,1194771,1213545,1289352,1138197,1199713,1221228,1259657,1190651,1221449,1186161
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,0.11300235653,1517851,1511613,1550720,1549017,1466428,1498358,1467536,1508772,1494293,1493627,1465174,1485984,1473360,1462756,1454992,1588443,1494732,1521641,1464474,1518023,1563454,1534664,1461121,1522512,1571080,1528292,1461419,1556930,1526937,1566741,1482075,1557156
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.874494987133,1904014,1900904,1918603,1922194,1904595,1917070,1910269,1933781,1949964,1937644,1952932,1967960,1968473,1974364,2022298,1997787,2009137,2012332,2027450,2014418,2026221,2017523,2024639,2019431,2021753,2009184,2026855,2012489,2022724,2023355,2028923,2002197
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.775192862562,2261242,2260632,2258696,2242936,2254051,2250281,2272458,2245333,2245845,2258037,2242535,2223283,2226418,2219290,2157480,2194164,2184657,2174543,2146624,2168037,2170269,2155788,2151914,2159875,2165700,2165641,2149380,2164996,2159085,2160106,2148624,2187593
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,0.205576456729,3146843,3146583,3146821,3146477,3146264,3146072,3146430,3146731,3146721,3146636,3146576,3146602,3146586,3146565,3146644,3145967,3146649,3146084,3146593,3146172,3146183,3146110,3146550,3146262,3146235,3146278,3146551,3146241,3146357,3146618,3146570,3146130
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,0.961170414933,4610515,5710188,4843125,6025043,5028456,5259656,4305034,4395224,4014321,4010758,3199767,3575179,3211370,3394720,2732281,2962443,2779193,2844796,2695932,2696135,2699295,2734776,2689236,2720709,2691171,2770584,2693211,2752339,2712755,2769691,2712151,2791344
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,0.484364430822,1051529,1051049,1051390,1050770,1050259,1049768,1050337,1051001,1050511,1050259,1046819,1048768,1048665,1048279,1036147,895275,904762,837940,1022052,897964,790646,893340,1018032,909787,799492,922756,1008922,822762,855328,831829,975026,821287
