Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LD_BLOCKS.STORE_FORWARD,r0203:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_BLOCKS.NO_SR,r0803:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISALIGN_MEM_REF.LOADS,r0105:u,6,6,6,7,6,6,6,6,5,5,6,6,5,6,6,6,6,5,7,5,6,6,6,6,6,6,6,6,6,6,6,5
MISALIGN_MEM_REF.STORES,r0205:u,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,133424637,138557232,145308505,98544265,25671692,944569,641520,622495,622333,621937,619363,620523,621854,623600,625084,625738,626502,625900,627837,627652,628256,628219,626193,623889,623618,623813,622070,622052,625392,624430,623889,624097
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,514,522,9348,508,505,502,502,518,512,503,511,510,512,510,507,517,497,519,497,507,514,501,502,508,519,506,507,516,495,512,485,515
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,392,402,9215,391,397,382,391,404,390,395,398,394,396,394,396,388,390,398,388,389,394,384,385,389,396,393,382,390,379,401,392,394
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,392,391,9206,394,385,391,391,393,393,400,394,401,388,388,393,382,399,390,388,390,386,388,388,396,388,394,393,387,385,408,402,388
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,14168,15055,190587,16043,13911,15048,15012,15222,15282,17253,13502,16806,15437,15154,15096,16872,15569,15810,14420,13651,12887,15089,14833,15164,15242,15717,16597,14973,15806,17509,19095,15285
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,368,272,8383,290,365,246,332,308,277,581,339,318,356,269,464,346,273,712,414,474,308,368,321,363,331,402,270,495,307,381,327,266
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,365,377,8368,369,275,308,329,260,330,297,352,338,466,263,353,307,354,266,418,532,353,336,353,368,272,300,278,254,250,463,373,293
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,233,226,800,224,214,232,232,225,228,219,228,221,213,229,222,237,222,234,237,219,234,215,235,230,224,227,236,228,222,226,228,228
INT_MISC.RECOVERY_CYCLES,r030d:u,316835,316023,317351,316650,319672,318496,319439,320395,319844,320190,319225,322204,317547,325259,324027,320576,320740,323812,316508,316978,309705,320965,320982,321070,315132,319726,316554,321785,317106,320153,319923,314612
UOPS_ISSUED.ANY,r010e:u,554732592,554718216,554727069,554726729,554800650,554707964,554714810,554767758,554721545,554711838,554702718,554727219,554700066,554758451,554747457,554718191,554715760,554732443,554635065,554667826,554609595,554712239,554716928,554722910,554676031,554705577,554687113,554734155,554687463,554700283,554695823,554668025
UOPS_ISSUED.FLAGS_MERGE,r100e:u,1052108,1052080,1052092,1052111,1052108,1052110,1052092,1052107,1052084,1052124,1052099,1052094,1052104,1052724,1052125,1052091,1052135,1052216,1052120,1052080,1052081,1052122,1052092,1052088,1052137,1052100,1052099,1052106,1052077,1052132,1052103,1052134
UOPS_ISSUED.SLOW_LEA,r200e:u,1057967,1057832,1057944,1057936,1057941,1057970,1057945,1057978,1057910,1057975,1057956,1057901,1057966,1058576,1057972,1057943,1057957,1058051,1057972,1057885,1057963,1057968,1057885,1057906,1057943,1057963,1057936,1057924,1057850,1057955,1057935,1057982
UOPS_ISSUED.SiNGLE_MUL,r400e:u,57719534,57710434,57715716,57730853,57728126,57726078,57718838,57718622,57716647,57713082,57711970,57716470,57712708,57726931,57712460,57714046,57710746,57710582,57701885,57704884,57703276,57710414,57714972,57715298,57709557,57710816,57710337,57714937,57709662,57711148,57712508,57713238
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,14416,13761,14115,14197,13115,14250,13436,13655,13789,13003,14102,13181,14249,13680,13506,13210,13181,13410,12579,13183,13264,13364,13238,13213,13337,13340,13312,13463,13382,13562,13296,13658
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,16129,17521,20849,13351,9359,10748,9920,10051,9724,9189,8790,8782,9144,8680,8585,9003,8334,8749,9892,8982,13062,12660,9947,11397,10889,12454,13657,12995,11151,10234,9061,10623
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,31078,31536,35600,27541,22562,24970,23831,24538,23556,22441,22541,23120,23477,22156,22326,23006,21860,22507,22570,22428,26683,26281,23537,24930,24670,26163,27403,26613,24797,24093,22646,24750
L2_RQSTS.RFO_HIT,r4224:u,641258,641324,640720,638251,638038,637799,639065,637110,638494,637183,637736,632522,636579,636914,637048,636299,633915,635518,638264,637853,637775,638633,637632,636769,634900,637806,636884,637869,637346,635168,636970,627477
L2_RQSTS.RFO_MISS,r2224:u,14582,14057,15092,14465,14066,14226,13146,14679,13479,12880,13300,16306,14732,13238,13718,14040,14528,14633,13068,12969,13046,13145,12968,13283,15402,13859,13851,13043,13338,15180,13128,19240
L2_RQSTS.ALL_RFO,re224:u,656090,656150,656029,653751,651976,651996,651802,651854,651402,649767,651493,647848,651568,650026,651453,651038,647302,649629,650348,650233,651669,651608,650802,649918,650783,652580,651218,651914,650334,650643,648394,650148
L2_RQSTS.CODE_RD_HIT,r4424:u,576,594,603,596,596,553,602,589,599,584,604,581,602,517,603,602,591,586,582,592,609,612,600,602,602,597,603,606,590,608,597,594
L2_RQSTS.CODE_RD_MISS,r2424:u,1603,1598,1611,1615,1590,1543,1617,1579,1591,1559,1611,1593,1589,1473,1598,1597,1607,1588,1596,1613,1611,1604,1596,1622,1590,1611,1578,1588,1605,1588,1606,1591
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,31846,30895,30285,31726,27854,28965,28709,30182,29216,27601,30188,31446,30165,27546,29099,29638,31776,28707,27261,28118,28042,28214,27920,28439,31335,28330,28996,28317,27906,29329,29067,29190
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,690336,691070,693766,683884,676882,679329,676738,678623,675433,674631,674888,673757,678045,676520,675328,676301,673260,673644,675421,674976,681823,679512,675933,676919,677734,679637,680623,680184,678918,676946,674064,675814
L2_RQSTS.ALL_CODE_RD,re424:u,2208,2212,2263,2174,2161,2167,2153,2213,2122,2096,2178,2074,2188,1986,2212,2206,2217,2228,2206,2173,2191,2203,2170,2227,2137,2125,2143,2210,2196,2128,2202,2177
L2_RQSTS.L2_PF_HIT,r5024:u,30024,30492,35051,29965,29606,28831,25683,31234,26198,25323,27441,25323,28801,27917,26019,28863,24893,27799,24826,24584,24828,25628,24357,25056,26320,25478,26002,25792,25769,26592,24665,26372
L2_RQSTS.L2_PF_MISS,r3024:u,1350794,1351115,1349849,1353460,1354213,1355488,1353685,1355774,1353791,1353534,1353762,1353690,1355123,1354325,1353767,1354862,1352361,1353477,1352723,1352221,1353727,1353433,1353459,1348927,1354143,1354025,1353898,1354946,1354254,1353102,1354834,1355013
L2_RQSTS.ALL_PF,rf824:u,2085919,2080318,2070438,2085860,2094257,2092415,2087276,2091048,2088221,2088541,2089026,2089126,2094696,2087924,2088002,2091810,2085897,2096760,2086693,2086945,2084483,2085105,2085572,2084441,2087646,2085084,2085252,2084601,2085068,2088012,2088032,2089829
L2_RQSTS.MISS,r3f24:u,1391969,1389695,1395558,1390500,1391577,1393007,1389695,1392636,1389726,1390299,1389881,1390268,1395490,1390068,1388891,1394756,1388898,1404540,1388662,1387842,1388953,1389511,1388952,1389753,1391192,1390122,1389824,1389475,1388506,1390377,1388170,1389970
L2_RQSTS.REFERENCES,rff24:u,2775140,2770316,2763532,2769427,2770679,2771577,2764012,2768547,2763766,2762907,2764218,2764368,2772102,2760635,2762398,2768605,2759473,2768356,2762474,2761564,2766062,2765503,2761227,2759079,2765190,2765809,2765836,2764787,2762894,2765205,2763380,2766564
L2_DEMAND_RQSTS.WB_HIT,r5027:u,655267,655271,656129,654609,657085,656816,656541,656828,657013,657047,656735,656721,655036,656278,657266,653966,656355,652248,649945,656732,656940,656661,656370,656361,656065,656363,656528,656339,656746,655611,656717,655659
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,39360,38304,56642,42214,42381,43070,42147,43086,43375,42615,42606,42023,42225,44016,41526,44629,41170,57006,41591,40594,40366,41281,40485,45620,41604,43082,40768,43406,39582,46372,39228,42384
LONGEST_LAT_CACHE.MISS,cache-misses:u,15647,21724,28264,18751,21111,19285,24671,21939,26844,25697,25420,24407,20108,29506,25248,23612,24778,29042,21105,24547,16413,19269,23741,32017,19600,20942,17600,21933,16509,27822,23304,20536
