Performance counter,Mnemonic,0
LD_BLOCKS.STORE_FORWARD,r0203:u,4
LD_BLOCKS.NO_SR,r0803:u,0
MISALIGN_MEM_REF.LOADS,r0105:u,37
MISALIGN_MEM_REF.STORES,r0205:u,23
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,14239200
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,101930
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,101410
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,101282
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,5542127
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,80776
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,81141
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,2324
INT_MISC.RECOVERY_CYCLES,r030d:u,17459034
UOPS_ISSUED.ANY,r010e:u,5461319393
UOPS_ISSUED.FLAGS_MERGE,r100e:u,67384939
UOPS_ISSUED.SLOW_LEA,r200e:u,67815182
UOPS_ISSUED.SiNGLE_MUL,r400e:u,0
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,2025992
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,461050
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,2544262
L2_RQSTS.RFO_HIT,r4224:u,352
L2_RQSTS.RFO_MISS,r2224:u,3536
L2_RQSTS.ALL_RFO,re224:u,6146
L2_RQSTS.CODE_RD_HIT,r4424:u,4563
L2_RQSTS.CODE_RD_MISS,r2424:u,4191
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,2030360
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,2552217
L2_RQSTS.ALL_CODE_RD,re424:u,7826
L2_RQSTS.L2_PF_HIT,r5024:u,222981
L2_RQSTS.L2_PF_MISS,r3024:u,3454744
L2_RQSTS.ALL_PF,rf824:u,10591849
L2_RQSTS.MISS,r3f24:u,8548607
L2_RQSTS.REFERENCES,rff24:u,13113714
L2_DEMAND_RQSTS.WB_HIT,r5027:u,8523
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,7877608
LONGEST_LAT_CACHE.MISS,cache-misses:u,7856272
CPU_CLK_UNHALTED.THREAD_P,cycles:u,2200984897
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,56500189
L1D_PEND_MISS.PENDING,r0148:u,1020501424
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,403281
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,394916
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,395259
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,7848297
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,317433
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,318767
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,132173
LOAD_HIT_PRE.SW_PF,r014c:u,34920
LOAD_HIT_PRE.HW_PF,r024c:u,42003450
L1D.REPLACEMENT,r0151:u,12434244
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,315902
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,4
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,2087081
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,122
CPL_CYCLES.RING0,r015c:u,131891
CPL_CYCLES.RING123,r025c:u,2198324893
RS_EVENTS.EMPTY_CYCLES,r015e:u,58889600
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,3999238410
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,7442159811
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,162362316
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,3488337524
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,210
IDQ.EMPTY,r0279:u,226042978
IDQ.MITE_UOPS,r0479:u,14464623
IDQ.DSB_UOPS,r0879:u,4882512462
IDQ.MS_DSB_UOPS,r1079:u,73527053
IDQ.MS_MITE_UOPS,r2079:u,60827002
IDQ.MS_UOPS,r3079:u,134354054
