Performance counter,Mnemonic,0
LD_BLOCKS.STORE_FORWARD,r0203:u,15
LD_BLOCKS.NO_SR,r0803:u,0
MISALIGN_MEM_REF.LOADS,r0105:u,30
MISALIGN_MEM_REF.STORES,r0205:u,28
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,r0107:u,70382596
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,r0108:u,84677
DTLB_LOAD_MISSES.WALK_COMPLETED_4K,r0208:u,84107
DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,r0408:u,0
DTLB_LOAD_MISSES.WALK_COMPLETED,r0e08:u,84020
DTLB_LOAD_MISSES.WALK_DURATION,r1008:u,3332385
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,252189
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,179513
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,2391
INT_MISC.RECOVERY_CYCLES,r030d:u,17966730
UOPS_ISSUED.ANY,r010e:u,5471141566
UOPS_ISSUED.FLAGS_MERGE,r100e:u,67393099
UOPS_ISSUED.SLOW_LEA,r200e:u,67821528
UOPS_ISSUED.SiNGLE_MUL,r400e:u,0
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,1442073
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,1919872
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,3654400
L2_RQSTS.RFO_HIT,r4224:u,15122
L2_RQSTS.RFO_MISS,r2224:u,45904
L2_RQSTS.ALL_RFO,re224:u,69582
L2_RQSTS.CODE_RD_HIT,r4424:u,5730
L2_RQSTS.CODE_RD_MISS,r2424:u,4845
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,1436095
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,3772039
L2_RQSTS.ALL_CODE_RD,re424:u,9397
L2_RQSTS.L2_PF_HIT,r5024:u,1645933
L2_RQSTS.L2_PF_MISS,r3024:u,9466350
L2_RQSTS.ALL_PF,rf824:u,20027449
L2_RQSTS.MISS,r3f24:u,13125005
L2_RQSTS.REFERENCES,rff24:u,23695401
L2_DEMAND_RQSTS.WB_HIT,r5027:u,20348
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,4223115
LONGEST_LAT_CACHE.MISS,cache-misses:u,962691
CPU_CLK_UNHALTED.THREAD_P,cycles:u,2062214783
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,53481014
L1D_PEND_MISS.PENDING,r0148:u,226838838
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,401293
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,394267
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,394227
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,8391308
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,301730
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,301978
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,133464
LOAD_HIT_PRE.SW_PF,r014c:u,65091
LOAD_HIT_PRE.HW_PF,r024c:u,41180440
L1D.REPLACEMENT,r0151:u,12725222
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,315845
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,5
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,2070400
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,120
CPL_CYCLES.RING0,r015c:u,132052
CPL_CYCLES.RING123,r025c:u,2063563224
RS_EVENTS.EMPTY_CYCLES,r015e:u,72113874
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,4857554420
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,3460059933
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,223254166
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,4650656026
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,212
IDQ.EMPTY,r0279:u,230462802
IDQ.MITE_UOPS,r0479:u,5395183
IDQ.DSB_UOPS,r0879:u,4901886329
IDQ.MS_DSB_UOPS,r1079:u,73756488
IDQ.MS_MITE_UOPS,r2079:u,62016652
IDQ.MS_UOPS,r3079:u,135773140
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,1522076575
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,824376305
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,37406181
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,7126055
IDQ.MITE_ALL_UOPS,r3c79:u,5042575500
ICACHE.MISSES,r0280:u,5484
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,8110
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,613
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,501
ITLB_MISSES.WALK_DURATION,r1085:u,36164
ITLB_MISSES.STLB_HIT_4K,r2085:u,119
ITLB_MISSES.STLB_HIT_2M,r4085:u,0
ITLB_MISSES.STLB_HIT,r6085:u,118
ILD_STALL.LCP,r0187:u,136
ILD_STALL.IQ_FULL,r0487:u,1050951
