Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,1165,1166,1170,1169,1170,1170,1169,1173,1171,1175,1171,1173,1170,1175,1170,1173
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,23457,23550,23625,23641,23578,23626,23557,23674,23645,23675,23600,23713,23617,23649,23559,23656
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,1440,1467,1472,1483,1511,1470,1461,1455,1458,1472,1461,1462,1441,1497,1454,1492
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4
DTLB_STORE_MISSES.STLB_HIT,r6049:u,1455,1481,1446,1480,1518,1485,1460,1469,1478,1472,1443,1476,1440,1502,1460,1472
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,361,361,358,361,357,361,363,359,361,358,360,359,359,360,357,358
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,2,3,3,1,4,1,2,1,1,1,2,1
LOAD_HIT_PRE.HW_PF,r024c:u,9294,11690,24049,7859,13983,10518,11730,12969,10178,16202,17202,27900,12710,12055,26094,13641
L1D.REPLACEMENT,r0151:u,196792,185242,196146,200112,203284,218112,194837,223939,196495,194665,180450,198160,189319,178906,178934,181375
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,1195,1209,1208,1193,1203,1200,1199,1174,1203,1207,1237,1191,1181,1196,1209,1188
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,15459,15537,15534,15372,15373,15338,15442,15091,15466,15467,15775,15239,15230,15339,15492,15503
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,21,20,20,20,19,20,20,22,21,20,21,19,21,20,20,20
CPL_CYCLES.RING0,r015c:u,669,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
CPL_CYCLES.RING123,r025c:u,2530309,2608491,2565957,2616608,2632914,2707905,2662590,2930320,2563119,2594792,2846151,2503353,2456759,2491140,2377432,2430711
RS_EVENTS.EMPTY_CYCLES,r015e:u,282835,280957,277014,280729,280185,280248,282290,281115,279077,274251,271857,279554,276020,278552,281035,278919
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,4121700,3431007,3871100,3072311,3670693,2687830,3218509,3477594,3728807,4490321,3429766,3677533,3840785,3333334,3661736,3878324
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,44111903,42241816,47980822,45325956,45067310,44186845,42903281,44587151,47601753,44157462,44878331,42807967,41739099,44112142,43801714,41592466
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,4274280,2327101,3796674,2677151,2578670,942150,2022130,1918675,4120519,3576047,1684540,2468376,1722230,1442442,1673457,3075088
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,11582789,11623339,11758311,11133065,12152508,10660410,11809731,11833744,11405593,12450318,11707608,11350556,11785164,11506678,11435525,11550851
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,144895,142299,144677,141347,145213,145598,143174,142363,143846,139543,142332,141419,141606,143302,125189,142001
IDQ.MITE_UOPS,r0479:u,193987,174134,185942,175353,211984,189645,194402,174212,192002,179095,184989,173685,171444,181811,167277,173144
IDQ.DSB_UOPS,r0879:u,3523932,3541101,3533743,3530945,3534121,3537516,3501750,3508790,3515910,3533308,3536882,3520739,3536763,3521649,3529871,3532851
IDQ.MS_DSB_UOPS,r1079:u,2605,2665,2624,2585,2705,2726,2628,2685,2692,2700,2708,2557,2629,2658,2619,2676
IDQ.MS_MITE_UOPS,r2079:u,337487,339353,338708,337858,339397,339239,337754,337964,338012,338053,336769,338201,337227,338106,337797,337652
IDQ.MS_UOPS,r3079:u,340092,342019,341331,340443,342101,341964,340382,340649,340704,340753,339476,340758,339856,340764,340416,340328
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,897207,898292,901045,894020,900833,902775,896295,898578,899714,899224,903651,901072,901402,896151,899638,903584
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,843512,844550,847566,840369,846427,848902,842653,844361,845985,845451,849325,847138,847746,842714,845806,849181
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,246824,248026,238932,251454,247884,242479,249467,247298,241638,245279,240877,243336,241112,249457,244881,241511
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,62814,62205,58828,65374,62037,59682,63170,63100,59871,60731,58778,59548,58516,61962,60626,58971
IDQ.MITE_ALL_UOPS,r3c79:u,4056458,4054952,4042892,4047703,4057906,4054995,4051141,4046980,4051461,4049247,4050228,4048676,4052930,4049106,4049391,4053667
ICACHE.MISSES,r0280:u,1047,1036,992,1063,1059,1058,1060,972,1065,1039,927,1051,1033,1053,1060,1042
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,257,253,252,253,255,251,256,257,257,254,259,251,255,249,254,253
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,152,151,151,153,154,152,153,153,153,152,152,151,152,150,152,151
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,151,150,151,155,154,149,155,152,153,152,152,153,151,150,151,153
ITLB_MISSES.WALK_DURATION,r1085:u,5538,5265,5333,5437,5465,5388,5396,5142,5425,5510,5371,5314,5453,5186,5338,5249
ITLB_MISSES.STLB_HIT_4K,r2085:u,32,33,31,32,32,31,31,28,33,31,31,30,31,29,33,32
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,30,33,32,30,33,30,32,31,30,32,31,31,31,30,31,31
ILD_STALL.LCP,r0187:u,24,26,20,23,28,25,23,30,26,26,25,30,29,26,22,24
ILD_STALL.IQ_FULL,r0487:u,67396,66580,68435,65481,69403,67898,69213,66552,60946,63902,65880,67429,67098,64554,67366,68186
BR_INST_EXEC.COND.NOTAKEN,r4188:u,11972,11946,11867,11931,12094,12012,11947,12018,11959,11989,12097,11981,12158,11915,11946,12113
BR_INST_EXEC.COND.TAKEN,r8188:u,27273,27321,27306,27272,27292,27292,27290,27262,27303,27303,27299,27326,27218,27379,27337,27339
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,557,544,529,542,570,553,550,563,547,551,572,556,583,547,557,568
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,224,223,220,222,224,223,222,224,226,223,224,223,227,223,224,223
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,885,882,884,890,903,897,895,891,885,876,901,893,882,902,900,901
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,1005,1007,992,1015,1046,1036,1013,1028,1001,983,1033,1017,992,1034,1036,1036
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,49,49,48,48,49,49,49,49,47,49,49,49,48,49,49,49
BR_INST_EXEC.ALL_BRANCHES,rff88:u,41929,41907,41867,41931,42106,42043,41944,42014,41887,41767,42148,42039,41890,42074,42091,42127
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,482,465,471,502,475,497,499,512,504,493,526,487,458,507,502,493
BR_MISP_EXEC.COND.TAKEN,r8189:u,539,509,542,572,524,580,607,624,621,570,678,560,497,607,609,579
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,16,13,15,18,13,18,20,21,21,16,23,16,13,20,19,18
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,6,6,6,6,6,7,7,6,6,6,6,6,6,7,7,7
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,9,10,9,10,10,14,12,12,10,12,13,10,10,8,9,9
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,1018,1064,1009,1080,1055,1244,1175,1145,1110,1174,1216,1081,1090,953,1059,1016
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,103859,117474,102107,116753,100049,118612,126939,98027,100761,103362,114390,100670,99870,99866,114238,97665
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,1392176,1440684,1467103,1477768,1467843,1474108,1485547,1460950,1403265,1419417,1381816,1383639,1359445,1337044,1357307,1374192
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,1200444,1207388,1209452,1210154,1209811,1210182,1204645,1200088,1195474,1197960,1191072,1193050,1190558,1185963,1189747,1192584
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,833708,833753,833575,833479,833756,833720,834014,833702,832975,833077,832082,832900,833003,832913,832808,833543
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,840286,840465,840307,840157,840448,840383,840744,840461,839690,839779,838847,839690,839716,839705,839587,840306
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,127159,127573,127214,127281,127582,127795,128215,127338,127830,127330,127146,127065,127038,126947,126970,127513
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,161341,162281,161881,161984,162411,162668,162711,161690,161739,161180,160742,160899,160983,160780,161368,161494
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,210518,212351,211441,210899,212127,212419,213164,210868,211052,210204,209655,209339,210074,209593,210490,210944
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,62512,62581,62586,62459,62448,62485,62544,62485,62478,62570,62552,62586,62436,62414,62453,62548
RESOURCE_STALLS.ANY,r01a2:u,1027241,1118053,1163943,1142161,1199924,1264440,1302349,1122876,1046775,1036537,1055700,1141496,934705,971824,994428,1031447
RESOURCE_STALLS.RS,r04a2:u,715861,773818,816321,797801,732079,854123,933549,801384,750571,747123,761638,841467,675525,708465,730452,749871
RESOURCE_STALLS.SB,r08a2:u,30857,31065,31016,31752,31246,32321,31145,30270,31476,30639,31549,30948,31056,30777,31525,31813
RESOURCE_STALLS.ROB,r10a2:u,11955,11734,11468,12207,11093,10330,10789,11604,11494,11346,11673,9973,12136,11452,11042,11714
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r020001a3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r020002a3:u,2066948,2092127,2152224,2144057,2169523,2215709,2191048,2156771,2001124,2033020,1983045,2188647,2171933,2011712,1932636,1991246
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,3784652,3715751,3896765,3836668,3839220,4037089,3990161,3951298,3562664,3717106,3583752,4418948,4333012,3749861,3577543,3707731
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r080008a3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.STALLS_L1D_PENDING,r0c000ca3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSD.UOPS,r01a8:u,51038,50833,50832,50916,50855,50756,50895,50886,50963,50939,51074,50833,50931,50990,51066,50925
ITLB.ITLB_FLUSH,r01ae:u,49,49,49,49,49,49,49,49,49,49,49,48,49,49,49,49
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,38454,38492,37665,39041,38685,36938,37557,36759,49285,39294,38454,48590,40355,39919,42382,47817
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,1382,1366,1397,1355,1347,1336,1395,1345,1343,1374,1341,1349,1396,1326,1345,1399
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,1038,1041,1050,1056,1043,1048,1045,1058,1003,1001,1000,997,999,998,1003,1001
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,221998,225976,223252,226098,226087,229102,224527,228955,227607,223595,228724,224829,220026,226132,223031,219278
UOPS_EXECUTED.CORE,r02b1:u,4492089,4473640,4475469,4549146,4474161,4468249,4513790,4466543,4489765,4485601,4471318,4544637,4471953,4465234,4471370,4472652
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,4822,5037,4981,4912,4956,4991,4964,4963,4989,4896,4973,5009,5014,4987,4911,4992
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,301,299,301,305,304,302,302,298,298,304,299,302,297,299,303,300
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,84,82,85,85,87,86,85,84,84,87,82,82,85,82,85,82
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,18,19,19,18,19,19,20,18,20,17,18,20,19,19,17,18
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,61,63,66,65,66,66,68,66,69,70,66,74,68,66,65,70
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,27,27,27,27,27,27,27,27,27,27,26,27,27,28,27,27
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
TLB_FLUSH.DTLB_THREAD,r01bd:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,643,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644
INST_RETIRED.ANY_P,instructions:u,3603108,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603130,3603130,3603130,3603130,3603130,3603130
INST_RETIRED.ALL,r01c0:u,3603108,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603109,3603130,3603130,3603130,3603130,3603130,3603130
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,643,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644
UOPS_RETIRED.ALL,r01c2:u,4343632,4342729,4343560,4343256,4343747,4343808,4343307,4343326,4342516,4341089,4342958,4343046,4343199,4342908,4342667,4343229
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,3764006,3763942,3764452,3764206,3764634,3764548,3764106,3762431,3762966,3762806,3763566,3764286,3764160,3764435,3764299,3762305
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,5,6,7,9,5,6,6,14,6,7,7,5,5,5,5,13
MACHINE_CLEARS.SMC,r04c3:u,93,79,94,88,104,101,87,33,53,46,68,92,90,97,94,29
MACHINE_CLEARS.MASKMOV,r20c3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,38811,38812,38812,38812,38812,38812,38812,38812,38812,38812,38818,38818,38818,38818,38818,38818
BR_INST_RETIRED.CONDITIONAL,r01c4:u,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36075,36075,36075,36075,36075,36075
BR_INST_RETIRED.NEAR_CALL,r02c4:u,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,38811,38812,38812,38812,38812,38812,38812,38812,38812,38812,38818,38818,38818,38818,38818,38818
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,11993,11995,11995,11995,11995,11995,11995,11995,11995,11995,12000,12000,12000,12000,12000,12000
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,26149,26147,26147,26147,26147,26147,26147,26147,26147,26147,26148,26148,26148,26148,26148,26148
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,669,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,776,863,950,816,1000,789,987,795,843,941,773,829,843,776,808,832
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,755,838,917,793,963,769,952,772,815,909,753,806,819,757,786,809
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,776,863,950,816,1000,789,987,795,843,941,773,829,843,776,808,832
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,397,459,522,427,563,407,549,416,451,521,397,434,445,397,418,436
FP_ASSIST.X87_OUTPUT,r02ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,r1eca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,461,460,456,455,457,471,459,466,466,456,464,468,464,466,468,469
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,281,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,1562058,1562057,1562033,1561787,1562045,1562064,1562049,1561743,1561971,1562037,1562074,1561998,1561777,1561836,1562046,1562026
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752,111752
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,866243,870309,873814,879435,870688,855362,852921,835806,874095,907846,920475,889682,892180,950852,953950,980178
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,87346,69541,67069,67284,73311,92836,93439,92996,85414,81791,80942,83296,78352,73387,73509,67966
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,14750,20205,14765,15712,14460,14846,15094,20874,18920,14203,14233,14484,15071,16132,15369,16200
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,103545,84993,84689,85341,89295,108720,110477,115700,106118,99414,97731,97584,88764,90641,88333,92402
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,16414,22422,16321,17582,16314,16438,16730,23213,21055,15659,15863,16100,16708,18275,18155,17877
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,1662,2215,1554,1868,1850,1592,1632,2337,2131,1454,1629,1614,1634,2141,2786,1675
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,591259,610145,615640,609014,618151,600956,594928,596444,558852,571974,539816,548470,493843,493690,495742,523640
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,1,0,2,1,5,0,0,0,2,0,0,1,0,0,1,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,14099,18549,17065,13537,13204,20773,14069,22431,13734,16304,17027,16135,15303,18801,14418,16271
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,1615,1960,1890,1576,1568,2264,1666,2240,1625,1756,2533,1850,1731,2252,2162,2064
BACLEARS.ANY,r1fe6:u,998,1040,1025,1084,1033,1066,1075,1066,1019,1016,1073,1056,1042,1059,1066,1077
L2_TRANS.DEMAND_DATA_RD,r01f0:u,104547,112453,111202,107684,112738,118829,112444,119926,100181,103359,103793,102107,90063,98191,89073,93660
L2_TRANS.RFO,r02f0:u,10550,10630,10596,10871,8624,7936,8340,7468,1121,1122,1127,1130,1119,1121,1122,1119
L2_TRANS.CODE_RD,r04f0:u,1758,1834,1858,1839,1816,1820,1807,1852,1782,1777,1810,1812,1788,1827,1791,1829
L2_TRANS.ALL_PF,r08f0:u,242529,226040,226807,239168,236919,235714,238595,234326,239424,246535,241947,214857,240818,228324,239088,226303
