Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,0.421237037998,-1,1,-2,0,0,-1,-2,-1,-1,-1,-1,-2,-1,-1,-1,-2
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,0.360624355783,0,1,-2,1,0,-1,-2,-1,-1,-1,-1,-2,0,-1,-1,-2
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.209278530908,0,0,-1,-1,-1,-1,-1,-1,0,-2,-1,-1,-1,0,-2,-2
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,0.458669054195,4,24,7,-5,2,-1,-19,-20,19,-50,-18,-20,-24,21,-31,-33
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,0.269881403268,-1,7,21,0,2,-15,13,-4,7,-2,-8,2,2,9,1,-4
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,0.0341177543058,5,4,17,-1,1,-14,7,-7,4,5,1,6,4,6,0,-1
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,0.365035396875,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,0
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,0.855492526974,212339,337824,277936,286537,236710,348318,317929,207264,203924,242384,226943,197495,158950,164814,162864,150501
L1D.REPLACEMENT,r0151:u,0.124165758863,115089,115112,115281,115054,115082,115148,115080,115080,115260,115160,115057,115316,115027,115068,115092,115031
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,0.00263034239645,5,0,1,7,2,1,-1,-2,3,2,1,0,2,5,2,0
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,-0.163932999219,45,5,-5,77,42,7,-3,-11,36,41,21,20,37,48,28,16
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.113540390744,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
CPL_CYCLES.RING0,r015c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPL_CYCLES.RING123,r025c:u,0.99240464104,2494734,2886196,2855960,2807353,2751897,2707301,2624522,2435126,2438910,2392104,2377486,2361312,2351102,2313630,2353531,2315027
RS_EVENTS.EMPTY_CYCLES,r015e:u,0.521665118945,7150,11583,16379,9334,8854,7203,9210,4797,6958,7505,9350,7954,8985,6810,9837,9741
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.428118031646,1287991,1269967,1936266,1117833,410942,910637,1114289,738483,818933,961388,845294,1022100,1236651,721127,878877,483908
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,0.517139746863,16816566,16742208,16598819,20321970,16302668,19116260,15331129,13632246,16517743,14376013,8605143,15862804,15720121,16259156,16441804,13739205
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.279509270433,20972827,22882658,30675402,17762176,4279183,14217185,7788908,16962299,10655204,22007938,25234825,16320579,10799164,11573788,6415646,10214875
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,-0.00949893477592,4521929,4469080,4292525,4697084,4505444,4422495,4280553,4429400,4786970,4441918,4120575,4180251,4351822,4926428,4310932,4558115
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,0.159522028825,9434,12258,18490,12328,11805,11733,14758,10780,8810,12919,13431,14035,14332,12228,15104,13452
IDQ.MITE_UOPS,r0479:u,0.317578397785,3219,4793,6703,3850,3941,4081,4307,3339,2273,4020,5507,5226,4449,3014,4643,3695
IDQ.DSB_UOPS,r0879:u,0.724768654071,305558,313928,312099,306788,306650,306635,305691,306339,305743,306532,307017,305107,305572,305317,304710,304735
IDQ.MS_DSB_UOPS,r1079:u,0.196778384911,-2,-4,1,9,19,9,8,-11,2,-5,16,-4,-3,10,3,3
IDQ.MS_MITE_UOPS,r2079:u,0.127240327729,1051,1358,1734,1422,1808,1774,1427,1622,1541,1612,1673,1621,1940,1198,1349,1413
IDQ.MS_UOPS,r3079:u,0.133223171834,1050,1355,1736,1431,1827,1784,1435,1612,1544,1608,1690,1617,1938,1209,1352,1417
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,0.640990568433,88058,89465,89070,88030,87971,87675,87532,87738,88106,87754,87803,87616,87860,87460,87816,87767
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,0.464237462687,45579,46269,45659,45065,45187,44797,44752,44955,45181,45046,44948,45120,45224,44772,45016,44937
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,0.157555368501,3239,3394,2917,1866,2676,1972,1622,2173,2399,2210,2135,2896,2668,1927,2139,2388
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,0.0242686206892,393,396,359,248,374,311,234,324,320,307,294,397,367,251,313,346
IDQ.MITE_ALL_UOPS,r3c79:u,0.513370498024,310476,323065,318559,310956,312084,310060,311525,310889,313189,309873,312633,316673,309528,312573,308640,309227
ICACHE.MISSES,r0280:u,-0.433783534357,14,23,11,36,40,20,27,18,26,44,45,30,26,43,48,40
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,0.0537259762881,1,2,0,2,2,2,2,1,1,1,1,2,2,2,2,1
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,-0.220158732228,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,-0.12873256588,1,1,0,1,1,1,1,0,2,0,1,1,1,1,1,1
ITLB_MISSES.WALK_DURATION,r1085:u,-0.0112471893735,134,152,107,144,191,125,146,71,162,78,117,119,132,188,202,151
ITLB_MISSES.STLB_HIT_4K,r2085:u,-0.00707731445233,1,1,1,1,3,1,2,1,2,1,1,1,1,2,2,1
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,0.1595646483,2,2,1,1,4,1,2,1,1,1,2,1,1,2,1,2
ILD_STALL.LCP,r0187:u,-0.292132380126,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
ILD_STALL.IQ_FULL,r0487:u,-0.0780632897434,207,566,339,62,637,476,262,117,132,135,274,656,472,673,355,694
BR_INST_EXEC.COND.NOTAKEN,r4188:u,-0.21382625668,4129,4133,4131,4139,4151,4152,4109,4140,4141,4147,4148,4138,4142,4143,4146,4132
BR_INST_EXEC.COND.TAKEN,r8188:u,0.687815659331,1049938,1052577,1052229,1051358,1050251,1050351,1049407,1049919,1050047,1050496,1050074,1050396,1049718,1049935,1050554,1050017
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,-0.0844393649664,9,11,9,11,12,13,5,10,9,14,12,11,12,10,10,10
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,-0.169120675756,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,0.122048142475,6,7,9,4,6,11,6,7,4,7,6,5,10,7,5,8
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,0.348153415257,7,10,12,5,8,16,7,8,5,8,7,6,11,9,4,9
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.72647137581,1053770,1056039,1056056,1055291,1054346,1054767,1054461,1054635,1054604,1054538,1053968,1054693,1054911,1054043,1054399,1053845
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,0.447704986495,1032,1033,1035,1030,1030,1033,1029,1028,1031,1028,1026,1028,1032,1028,1028,1035
BR_MISP_EXEC.COND.TAKEN,r8189:u,0.538596550461,14,18,26,6,16,20,8,3,9,1,4,9,7,5,2,23
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,0.414167702196,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,3
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.440435981785,0,1,-1,1,0,0,0,0,1,0,-1,0,-1,-1,-1,0
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.315948613421,1053,1066,1020,1070,1050,1034,1058,1054,1064,1042,1029,1053,1023,1032,1024,1049
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,0.339820326694,22349,27473,24871,54295,53706,29652,30347,23586,29493,29036,29351,34185,23682,31734,24780,38946
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,0.982421814658,1334800,1768586,1698178,1687925,1672846,1670871,1542088,1245422,1191041,1140317,1116171,1081566,1039334,1084566,1055306,1068375
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,0.97955870653,1185779,1236732,1249300,1247241,1241187,1230981,1212631,1182662,1179460,1173082,1173014,1163335,1156222,1162367,1159166,1160121
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,0.790742447818,2131272,2139923,2138927,2137313,2138416,2137072,2129008,2133239,2127770,2131723,2131014,2128464,2126810,2131968,2131664,2133732
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.276205034276,2127663,2134942,2130380,2128340,2130707,2127496,2120388,2128870,2123974,2128745,2127971,2125981,2124427,2129515,2128984,2131251
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,0.643825685773,1048986,1049660,1049932,1049331,1049288,1049113,1049130,1049152,1049324,1049068,1049183,1049083,1049163,1049290,1049176,1049062
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,-0.930270113921,785660,767372,768843,768779,770117,774969,781685,785450,785944,784890,784487,782945,785381,782930,785102,785554
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,0.952899215122,1324263,1346494,1348082,1342486,1338067,1336597,1329803,1324804,1325662,1323809,1324456,1324124,1325305,1325150,1324930,1324056
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,-0.289998065096,38,31,49,11,53,21,32,39,48,-2,39,32,27,56,80,68
RESOURCE_STALLS.ANY,r01a2:u,0.994351689179,560331,959633,925294,903757,851830,854161,782034,602232,552565,507729,507839,489348,455101,483663,458648,463682
RESOURCE_STALLS.RS,r04a2:u,0.994876904304,546473,938928,906272,883994,837912,834029,760320,585171,534152,496496,487690,473696,439355,457289,441639,448370
RESOURCE_STALLS.SB,r08a2:u,0.415077466255,-500,103,-85,164,-379,177,109,143,-229,-642,-296,-407,-223,495,-486,-775
RESOURCE_STALLS.ROB,r10a2:u,-0.543003166136,142,-4,5,13,88,75,67,37,-69,236,86,56,66,283,173,281
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r020001a3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r020002a3:u,0.992629898147,2443839,2891750,2819547,2764451,2752459,2717973,2617811,2435366,2403522,2372204,2379495,2361675,2317273,2321735,2301994,2327864
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,0.864184481656,278867,700692,484123,565550,473393,525104,444694,326596,328364,288594,369268,347084,331900,338988,343851,431359
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r080008a3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.STALLS_L1D_PENDING,r0c000ca3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSD.UOPS,r01a8:u,0.288612639495,7100181,7106307,7105332,7097301,7096208,7091928,7098709,7099115,7095981,7096327,7100970,7096015,7097184,7099058,7098916,7098727
ITLB.ITLB_FLUSH,r01ae:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,-0.0828045529528,3613,3435,3843,3644,3698,3455,5064,2812,3286,4278,3317,3747,3790,4389,3935,4187
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,0.38335888073,32,37,22,35,21,24,28,27,32,22,26,16,27,22,18,28
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,-0.189021736754,2,3,2,3,3,2,3,2,2,3,8,3,2,3,3,3
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,0.116346356773,114730,114724,114720,114803,114809,114763,114684,114677,114775,114724,114773,114865,114716,114680,114769,114673
UOPS_EXECUTED.CORE,r02b1:u,0.252955796863,9475851,9548596,9489447,9476307,9472342,9555174,9475735,9547289,9472713,9469827,9554445,9469390,9475588,9485685,9478993,9477964
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,-0.0389664744425,815,86,36,61,81,63,37,30,48,22,20,23,42,36,17,59
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,0.146614304476,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,0.729012031733,1,13,10,8,8,9,6,5,11,6,5,5,4,4,4,4
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,0.204820752782,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,0.0307851153353,3,5,5,5,4,5,5,6,6,6,5,6,5,4,4,4
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.DTLB_THREAD,r01bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INST_RETIRED.ANY_P,instructions:u,nan,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170
INST_RETIRED.ALL,r01c0:u,nan,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170,8403170
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UOPS_RETIRED.ALL,r01c2:u,0.600826323661,9450515,9451165,9451165,9451078,9450779,9450865,9450958,9450741,9450750,9450530,9450916,9450637,9451094,9450818,9450853,9450690
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,0.420796174372,7354370,7354790,7355160,7355055,7354631,7354763,7354633,7354662,7354502,7354528,7354879,7354564,7355094,7354318,7354649,7354916
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,0.728800881254,86,240,310,160,131,131,105,84,124,146,86,124,84,72,119,111
MACHINE_CLEARS.SMC,r04c3:u,0.0168159018827,15,18,25,23,19,23,21,21,17,17,30,18,32,14,17,29
MACHINE_CLEARS.MASKMOV,r20c3:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,nan,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721
BR_INST_RETIRED.CONDITIONAL,r01c4:u,nan,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702,1052702
BR_INST_RETIRED.NEAR_CALL,r02c4:u,nan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,nan,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721,1052721
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,nan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,nan,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115,4115
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,nan,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606,1048606
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,0.407185561789,1039,1029,1045,1063,1044,1041,1052,1042,1056,1021,1040,1050,1038,1016,1032,1025
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,0.410241072158,1036,1028,1042,1059,1041,1039,1049,1039,1052,1021,1038,1047,1036,1016,1031,1024
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,0.407185561789,1039,1029,1045,1063,1044,1041,1052,1042,1056,1021,1040,1050,1038,1016,1032,1025
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,0.443936426013,11,3,16,29,17,12,20,12,22,-3,11,18,10,-6,6,-1
FP_ASSIST.X87_OUTPUT,r02ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,r1eca:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,0.206654704739,2,5,2,3,1,1,3,2,-1,0,3,2,1,2,4,4
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,0.204820752782,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,0.202516896139,3146825,3146814,3146822,3146817,3146822,3146820,3146819,3146743,3146789,3146817,3146801,3146818,3146811,3146823,3146818,3146815
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,nan,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619,1048619
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,-0.440020153404,2957172,2972581,2975221,2938902,2900104,2895184,2888471,2919611,2887705,2900910,2953111,3005060,3003732,3098701,3064570,3044669
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,-0.623294157923,18827,7294,514,551,558,1067,6415,31620,46689,43645,33246,22784,26452,2615,12081,16998
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,-0.552601793129,390,110,89,34,194,131,84,550,771,687,350,313,373,64,224,304
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,-0.475339522622,12776,8618,810,435,844,1327,6286,36930,51527,42970,29893,20097,14011,3116,6132,7636
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,-0.544314865241,541,161,118,30,235,157,161,685,1118,1028,513,449,455,116,297,378
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,-0.496995781591,152,50,28,-5,40,24,77,134,346,340,162,135,83,51,72,73
